assembly_accession	biosample	organism	rule_id	field	value	condition	evidence	status	detail	Host_SD	Host_TaxID	Host_Context_SD	Host_Health_State_SD	Host_Disease_SD	Isolation_Site_SD	Isolation_Source_SD	Sample_Type_SD
GCA_021017975.1	SAMN23523485	Listeria monocytogenes	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_024164865.1	SAMN29507311	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure	environmental material	manure
GCA_002075615.1	SAMN06124517	Cronobacter sakazakii	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/control; proposed=healthy				healthy/control	healthy/no disease reported		clinical/host-associated material	food
GCA_011872125.1	SAMN12684718	Escherichia coli O157:H7	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_033761215.1	SAMN34494034	Salmonella enterica	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Gallus gallus	9031				manure		food/animal-production swab
GCA_045699095.2	SAMN45080259	Klebsiella pneumoniae	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure	environmental material	manure
GCA_045699275.2	SAMN45080261	Klebsiella pneumoniae	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure	environmental material	manure
GCA_047345385.1	SAMN46426632	Dietzia kunjamensis	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/no disease reported; proposed=healthy	Homo sapiens	9606		healthy/no disease reported	healthy/no disease reported	nasal cavity/sinus/upper respiratory tract		cell culture
GCA_056464425.1	SAMN56810483	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_056530305.1	SAMN56811719	Escherichia coli O103:H25	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_011970065.1	SAMN11191544	Escherichia coli O157	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material						manure	environmental material	manure
GCA_913776255.1	SAMEA8943744	uncultured Sphingomonas sp.	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/control; proposed=healthy				healthy/control	healthy/no disease reported		clinical/host-associated material	DNA extract
GCA_005678375.1	SAMN07781604	Salmonella enterica	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Gallus gallus	9031				manure		manure
GCA_004606135.1	SAMN07375410	Listeria monocytogenes	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material						manure	environmental material	manure
GCA_005911245.1	SAMN11655513	Salmonella enterica	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Aves	8782				manure		manure
GCA_006006885.1	SAMN11888422	Salmonella enterica	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Aves	8782				manure		manure
GCA_024161325.1	SAMN29506923	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure	environmental material	manure
GCA_030955665.1	SAMN36935890	Listeria monocytogenes	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material						manure	environmental material	manure
GCA_030956045.1	SAMN36935722	Listeria monocytogenes	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material						manure	environmental material	manure
GCA_038384995.1	SAMN38080880	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material						manure	environmental material	manure
GCA_038392855.1	SAMN38081017	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material						manure	environmental material	manure
GCA_038392995.2	SAMN38081018	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material						manure	environmental material	manure
GCA_042275745.1	SAMN38081123	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material						manure	environmental material	manure
GCA_043274825.1	SAMN44236909	Salmonella enterica	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/no disease reported; proposed=healthy	Homo sapiens	9606		healthy/no disease reported	healthy/no disease reported			
GCA_043276605.1	SAMN44236857	Salmonella enterica	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/no disease reported; proposed=healthy	Homo sapiens	9606		healthy/no disease reported	healthy/no disease reported			
GCA_043857065.1	SAMN44265506	Salmonella enterica	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/no disease reported; proposed=healthy	Homo sapiens	9606		healthy/no disease reported	healthy/no disease reported			
GCA_043857125.1	SAMN44265503	Salmonella enterica	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/no disease reported; proposed=healthy	Homo sapiens	9606		healthy/no disease reported	healthy/no disease reported			
GCA_048188225.1	SAMEA116329867	Salmonella enterica subsp. enterica serovar Napoli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material						manure	environmental material	manure
GCA_048452945.1	SAMN46860731	Pseudomonas sp. NY15367	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Gallus gallus	9031				manure		manure
GCA_056496725.1	SAMN56813120	Escherichia coli O157:H7	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_057375675.1	SAMN59518399	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_057375865.1	SAMN59518213	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_057376525.1	SAMN59518223	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_057377225.1	SAMN59518336	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_057400645.1	SAMN57589671	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Homo sapiens	9606				manure	environmental material	manure
GCA_057421435.1	SAMN50510485	Candidatus Duodenibacillus intestinavium	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/control; proposed=healthy	Homo sapiens	9606		healthy/control	healthy/no disease reported		clinical/host-associated material	feces/stool
GCA_012007105.1	SAMN12637411	Escherichia coli O157:H7	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_012007365.1	SAMN12628219	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure	environmental material	manure
GCA_006169205.1	SAMN07781596	Salmonella enterica	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Gallus gallus	9031				manure		manure
GCA_020411485.1	SAMN22164392	Listeria monocytogenes	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_023102075.1	SAMN27350398	Cronobacter sakazakii	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/control; proposed=healthy				healthy/control	healthy/no disease reported		clinical/host-associated material	culture
GCA_057037145.1	SAMN50509606	Coprococcus aceti	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/control; proposed=healthy	Homo sapiens	9606		healthy/control	healthy/no disease reported		clinical/host-associated material	feces/stool
GCA_057042445.1	SAMN50509465	Xylanibacter rarus	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/control; proposed=healthy	Homo sapiens	9606		healthy/control	healthy/no disease reported		clinical/host-associated material	feces/stool
GCA_056469685.1	SAMN56812574	Escherichia coli O157:H7	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_056530385.1	SAMN56811530	Escherichia coli O109:H10	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_057034425.1	SAMN50509676	Acutalibacteraceae bacterium	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/control; proposed=healthy	Homo sapiens	9606		healthy/control	healthy/no disease reported		clinical/host-associated material	feces/stool
GCA_057038605.1	SAMN50509567	Oscillospiraceae bacterium	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/control; proposed=healthy	Homo sapiens	9606		healthy/control	healthy/no disease reported		clinical/host-associated material	feces/stool
GCA_011939605.1	SAMN11890257	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_016552385.1	SAMN12422565	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure	environmental material	manure
GCA_039542245.1	SAMD00645769	Acinetobacter puyangensis	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=symptomatic; proposed=healthy	populus	3689		symptomatic	healthy/no disease reported		clinical/host-associated material	
GCA_964438855.1	SAMEA117295562	uncultured Micromonosporaceae bacterium	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material						manure		
GCA_054740645.1	SAMD00752614	Helicobacter pylori	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/control; proposed=healthy				healthy/control	healthy/no disease reported		clinical/host-associated material	
GCA_056965675.1	SAMN50491946	Alphaproteobacteria bacterium	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/control; proposed=healthy	Homo sapiens	9606		healthy/control	healthy/no disease reported		clinical/host-associated material	feces/stool
GCA_011894745.1	SAMN12422598	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure	environmental material	manure
GCA_012400625.1	SAMN12668242	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure	environmental material	manure
GCA_057609145.1	SAMN50509805	Faecalibacterium longum	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/control; proposed=healthy	Homo sapiens	9606		healthy/control	healthy/no disease reported		clinical/host-associated material	feces/stool
GCA_042158485.1	SAMN42089566	Escherichia coli O157:H7	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure	environmental material	manure
GCA_049843975.1	SAMN40121509	Escherichia coli	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/control; proposed=healthy	Bos taurus	9913		healthy/control	healthy/no disease reported	manure	environmental material	manure
GCA_049843975.1	SAMN40121509	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913		healthy/control	healthy/no disease reported	manure	environmental material	manure
GCA_050308175.1	SAMN42827582	Clavibacter nebraskensis	PH2A-HD-DISEASED	Host_Health_State_SD	diseased	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=symptomatic; proposed=diseased	Zea mays	4577		symptomatic	diseased		clinical/host-associated material	single cell
GCA_057036905.1	SAMN50509611	Phocaeicola vulgatus	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/control; proposed=healthy	Homo sapiens	9606		healthy/control	healthy/no disease reported		clinical/host-associated material	feces/stool
GCA_057045145.1	SAMN50509393	Alistipes shahii	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/control; proposed=healthy	Homo sapiens	9606		healthy/control	healthy/no disease reported		clinical/host-associated material	feces/stool
GCA_021440055.1	SAMN24424716	Segatella copri	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/no disease reported; proposed=healthy	Homo sapiens	9606		healthy/no disease reported	healthy/no disease reported			pure/single culture
GCA_057037445.1	SAMN50509597	Duodenibacillus massiliensis	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/control; proposed=healthy	Homo sapiens	9606		healthy/control	healthy/no disease reported		clinical/host-associated material	feces/stool
GCA_006247715.1	SAMN07781612	Salmonella enterica	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Meleagris gallopavo	9103				manure		manure
GCA_057608205.1	SAMN50509852	Acutalibacteraceae bacterium	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/control; proposed=healthy	Homo sapiens	9606		healthy/control	healthy/no disease reported		clinical/host-associated material	feces/stool
GCA_057608825.1	SAMN50509821	Christensenellales bacterium	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/control; proposed=healthy	Homo sapiens	9606		healthy/control	healthy/no disease reported		clinical/host-associated material	feces/stool
GCA_014504595.1	SAMN16079588	Salmonella enterica	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Gallus gallus	9031				manure		manure
GCA_015674255.1	SAMN16304162	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Sus scrofa domesticus	9825				manure	environmental material	manure
GCA_023196395.1	SAMN22853600	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=wastewater; proposed=agricultural organic material	Sus scrofa	9823				manure	environmental material	manure
GCA_024668305.1	SAMN29955735	Campylobacter jejuni	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material						manure	environmental material	manure
GCA_024669165.1	SAMN29955707	Campylobacter jejuni	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material						manure	environmental material	manure
GCA_028730715.1	SAMN29015847	Salmonella enterica	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Gallus gallus	9031				manure	environmental material	manure
GCA_032816785.1	SAMN35758865	Campylobacter jejuni	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Metazoa	33208				manure	environmental material	manure
GCA_032817345.1	SAMN35758894	Campylobacter jejuni	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Metazoa	33208				manure	environmental material	manure
GCA_052812985.1	SAMN51766413	Listeria monocytogenes	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material						manure	environmental material	manure
GCA_054886875.1	SAMN55012748	Listeria monocytogenes	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material						manure	environmental material	manure
GCA_012404945.1	SAMN12784309	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure	environmental material	manure
GCA_012594375.2	SAMN13734777	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_054856175.1	SAMN51360260	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure	dairy food	dairy farm
GCA_056651035.1	SAMN56813750	Escherichia coli O157:H7	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_056652285.1	SAMN56813353	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_056652705.1	SAMN56813299	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_056726005.1	SAMN54278471	Bacillus cereus	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Gallus gallus	9031				manure		pure/single culture
GCA_057037625.1	SAMN50509593	Lachnospira sp.	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/control; proposed=healthy	Homo sapiens	9606		healthy/control	healthy/no disease reported		clinical/host-associated material	feces/stool
GCA_057047185.1	SAMN50509325	Alistipes putredinis	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/control; proposed=healthy	Homo sapiens	9606		healthy/control	healthy/no disease reported		clinical/host-associated material	feces/stool
GCA_056465445.1	SAMN56810728	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_056528685.1	SAMN56813274	Escherichia coli O109:H10	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_056528785.1	SAMN56813116	Escherichia coli O109:H10	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_056529965.1	SAMN56812875	Escherichia coli O115:H25	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure		manure
GCA_056813195.1	SAMN50509257	Ruthenibacterium lactatiformans	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	existing_different	existing nonblank destination preserved per merge policy; existing=healthy/control; proposed=healthy	Homo sapiens	9606		healthy/control	healthy/no disease reported		clinical/host-associated material	feces/stool
GCA_043050545.1	SAMN40601694	Clostridioides difficile	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material						manure	environmental material	manure
GCA_032410485.1	SAMEA111551692	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure	clinical/host-associated material	feces/stool
GCA_007108485.1	SAMN07781599	Salmonella enterica	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Gallus gallus	9031				manure		manure
GCA_015740725.1	SAMN16988550	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Aves	8782				manure	environmental material	manure
GCA_032412105.2	SAMEA111551538	Escherichia coli	PH2A-SITE-MANURE-MEDIUM	Environment_Medium_SD	agricultural organic material	always	condition=always	existing_different	existing nonblank destination preserved per merge policy; existing=manure; proposed=agricultural organic material	Bos taurus	9913				manure	clinical/host-associated material	feces/stool
