assembly_accession	biosample	organism	rule_id	field	value	condition	evidence	status	detail	Host_SD	Host_TaxID	Host_Context_SD	Host_Health_State_SD	Host_Disease_SD	Isolation_Site_SD	Isolation_Source_SD	Sample_Type_SD
GCA_029693825.1	SAMN32614614	Bacillus anthracis	PH2A-HD-DISEASED	Host_Health_State_SD	diseased	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Ovis aries	9940		diseased	diseased		poultry meat/product	chicken carcass
GCA_044989615.1	SAMN44656900	Glaesserella parasuis	PH2A-HD-DISEASED	Host_Health_State_SD	diseased	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Sus scrofa	9823		diseased	diseased			cell culture
GCA_040533345.1	SAMN42052437	Yersinia enterocolitica	PH2A-HD-DISEASED	Host_Health_State_SD	diseased	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		diseased	diseased		clinical/host-associated material	feces/stool
GCA_033330745.1	SAMN33700719	Mannheimia haemolytica	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Bos taurus	9913		healthy	healthy/no disease reported	nasopharynx/oropharynx	clinical/host-associated material	nasopharyngeal swab
GCA_033331385.1	SAMN33700687	Mannheimia haemolytica	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Bos taurus	9913		healthy	healthy/no disease reported	nasopharynx/oropharynx	clinical/host-associated material	nasopharyngeal swab
GCA_033335195.1	SAMN33700494	Mannheimia haemolytica	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Bos taurus	9913		healthy	healthy/no disease reported	nasopharynx/oropharynx	clinical/host-associated material	nasopharyngeal swab
GCA_044470705.1	SAMN44011815	Escherichia coli	PH2A-HD-DISEASED	Host_Health_State_SD	diseased	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Aves	8782		diseased	diseased		clinical/host-associated material	feces/stool
GCA_000478745.1	SAMN02469500	Streptococcus suis EA1832.92	PH2A-HD-DISEASED	Host_Health_State_SD	diseased	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Ovis aries	9940		diseased	diseased		clinical/host-associated material	
GCA_050979785.1	SAMN44590264	Bordetella pertussis	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		healthy	healthy/no disease reported	nasal cavity/sinus/upper respiratory tract	clinical/host-associated material	nasal swab
GCA_038109155.1	SAMN40710645	Lactobacillus johnsonii	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Mus musculus	10090		healthy	healthy/no disease reported	lower respiratory tract/bronch/pleural cavity	clinical/host-associated material	pure/single culture
GCA_046032015.1	SAMN33923826	Streptococcus suis	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Sus scrofa	9823		healthy	healthy/no disease reported	tonsil/oropharyngeal site		
GCA_003993855.1	SAMN03381105	Brucella melitensis bv. 1	PH2A-HD-DISEASED	Host_Health_State_SD	diseased	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Capra hircus	9925		diseased	diseased		clinical/host-associated material	DNA extract
GCA_018337275.1	SAMN15150504	Escherichia coli	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		healthy	healthy/no disease reported		clinical/host-associated material	
GCA_030373765.1	SAMN34359387	Phocaeicola plebeius	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Gallus gallus	9031		healthy	healthy/no disease reported	gastrointestinal tract	clinical/host-associated material	gut content
GCA_046635105.1	SAMN45032226	Klebsiella pneumoniae	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		healthy	healthy/no disease reported		clinical/host-associated material	feces/stool
GCA_031846955.1	SAMN37429345	Staphylococcus epidermidis	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Sus scrofa	9823		healthy	healthy/no disease reported	nasal cavity/sinus/upper respiratory tract	clinical/host-associated material	nasal swab
GCA_000259115.1	SAMN02470762	Pseudoalteromonas flavipulchra JG1	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Scophthalmus maximus	52904		healthy	healthy/no disease reported		environmental material	
GCA_019278035.1	SAMN18809438	Lactobacillus gasseri	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		healthy	healthy/no disease reported	urogenital tract	clinical/host-associated material	vaginal swab
GCA_036763805.1	SAMN39962211	Serratia marcescens	PH2A-HD-DISEASED	Host_Health_State_SD	diseased	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		diseased	diseased		clinical/host-associated material	urine
GCA_022763105.1	SAMN26879086	Rickettsiales bacterium	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present				healthy	healthy/no disease reported		environmental material	
GCA_026158355.1	SAMN30260642	Streptococcus mitis	PH2A-HD-DISEASED	Host_Health_State_SD	diseased	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		diseased	diseased		clinical/host-associated material	blood
GCA_024451405.1	SAMN29831208	Enterobacter kobei	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		healthy	healthy/no disease reported	rectum/perianal region	clinical/host-associated material	rectal swab
GCA_023387455.1	SAMN24102740	Escherichia coli	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		healthy	healthy/no disease reported			feces/stool
GCA_001916785.1	SAMN05717287	Firmicutes bacterium CAG:65_45_313	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		healthy	healthy/no disease reported		clinical/host-associated material	
GCA_021310035.1	SAMN14969752	Aggregatibacter actinomycetemcomitans	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		healthy	healthy/no disease reported		subgingival plaque	
GCA_031846755.1	SAMN37429353	Staphylococcus chromogenes	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Sus scrofa	9823		healthy	healthy/no disease reported	nasal cavity/sinus/upper respiratory tract	clinical/host-associated material	nasal swab
GCA_021229635.1	SAMN23895754	Escherichia coli	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present				healthy	healthy/no disease reported	rectum/perianal region	clinical/host-associated material	rectal swab
GCA_021229735.1	SAMN23895791	Escherichia coli	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present				healthy	healthy/no disease reported	rectum/perianal region	clinical/host-associated material	rectal swab
GCA_026222715.1	SAMN10281988	Roseomonas mucosa	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		healthy	healthy/no disease reported	skin/body surface	clinical/host-associated material	tissue
GCA_036907335.1	SAMN40026096	Cutibacterium avidum	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		healthy	healthy/no disease reported	skin/body surface	clinical/host-associated material	
GCA_013315835.1	SAMN14609799	Escherichia coli	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		healthy	healthy/no disease reported	rectum/perianal region	clinical/host-associated material	rectal swab
GCA_056381655.1	SAMN54874994	Pasteurella multocida	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Bos taurus	9913		healthy	healthy/no disease reported	nasopharynx/oropharynx	clinical/host-associated material	nasopharynx/oropharynx
GCA_900518875.1	SAMEA4822718	Oenococcus oeni	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present				healthy	healthy/no disease reported		retina	
GCA_000226755.2	SAMN02471943	Aggregatibacter actinomycetemcomitans serotype e str. SC1083	PH2A-HD-DISEASED	Host_Health_State_SD	diseased	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		diseased	diseased	oral cavity	clinical/host-associated material	dental plaque
GCA_020527255.1	SAMN20884450	Salmonella enterica subsp. enterica serovar Kentucky	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Bos taurus	9913		healthy	healthy/no disease reported			
GCA_030704265.1	SAMN36797137	Bacillus velezensis	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Cucumis sativus	3659		healthy	healthy/no disease reported	plant root/rhizosphere	plant-associated material	
GCA_940590085.1	SAMEA14269243	uncultured Paraburkholderia sp.	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present				healthy	healthy/no disease reported	skin/body surface	clinical/host-associated material	
GCA_900709215.1	SAMEA5412972	Mycobacterium tuberculosis	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		healthy	healthy/no disease reported		clinical/host-associated material	urine
GCA_018908165.1	SAMEA5849321	Clostridioides difficile	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		healthy	healthy/no disease reported	organ/tissue site	clinical/host-associated material	
GCA_037032225.1	SAMN38909304	Fusobacterium polymorphum	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		healthy	healthy/no disease reported		Lateral Border Tongue	
GCA_017655415.1	SAMN12787935	Streptococcus suis	PH2A-HD-DISEASED	Host_Health_State_SD	diseased	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Sus scrofa	9823		diseased	diseased	lower respiratory tract/bronch/pleural cavity		
GCA_009676845.1	SAMN10245971	Pantoea sp. 201603H	PH2A-HD-DISEASED	Host_Health_State_SD	diseased	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Agaricales	5338		diseased	diseased		clinical/host-associated material	tissue
GCA_046638885.1	SAMN45032205	Klebsiella pneumoniae	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		healthy	healthy/no disease reported		clinical/host-associated material	feces/stool
GCA_046717505.1	SAMN45893581	Corynebacterium sp. LaCa78	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		healthy	healthy/no disease reported	nasal cavity/sinus/upper respiratory tract	clinical/host-associated material	culture
GCA_000417525.1	SAMN02470615	Megasphaera sp. BL7	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		healthy	healthy/no disease reported		clinical/host-associated material	feces/stool
GCA_003994185.1	SAMN03382540	Brucella melitensis bv. 1	PH2A-HD-DISEASED	Host_Health_State_SD	diseased	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Capra hircus	9925		diseased	diseased		clinical/host-associated material	DNA extract
GCA_000355845.1	SAMN02471149	Campylobacter jejuni subsp. jejuni ICDCCJ07004	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Homo sapiens	9606		healthy	healthy/no disease reported		clinical/host-associated material	feces/stool
GCA_043352395.1	SAMN40642670	Clostridioides difficile	PH2A-HD-HEALTHY-NO-DISEASE	Host_Health_State_SD	healthy	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Sus scrofa domesticus	9825		healthy	healthy/no disease reported		eces	
GCA_036211905.1	SAMN32927278	Bacillus paranthracis	PH2A-HD-DISEASED	Host_Health_State_SD	diseased	blank_or_same	merge_policy=set_when_blank_or_same	already_same	same destination value already present	Insecta	50557		diseased	diseased		clinical/host-associated material	cell culture
