source_column,normalized_value,destination,rule_count,proposed_values,duplicate_key,conflict_key
,bacterial isolate from aseptic composite milk sample,Isolation_Source_SD,1,milk,false,false
,bacterial isolate from aseptic quarter milk sample,Isolation_Source_SD,1,milk,false,false
,bacterial isolate from bulk tank milk sample,Isolation_Source_SD,1,milk,false,false
,bacterial isolate from water sample,Environment_Medium_SD,1,environmental water,false,false
,bacterial meningitis,Host_Disease_SD,1,meningitis,false,false
,bacterial monoculture,Sample_Type_SD,1,pure/single culture,false,false
,bacterial monoisolate,Sample_Type_SD,1,pure/single culture,false,false
,bacterial monoisolate culture,Sample_Type_SD,1,pure/single culture,false,false
,bacterial pneumonia,Host_Disease_SD,1,pneumonia,false,false
,bacterial pure culture,Sample_Type_SD,1,pure/single culture,false,false
,bacterial pure isolate,Sample_Type_SD,1,pure/single culture,false,false
,bacterial sample fruit isolated,Isolation_Source_SD,1,plant/produce food product,false,false
,bacterial sepsis,Host_Disease_SD,1,sepsis/bacteremia,false,false
,bacterial strain,Sample_Type_SD,1,pure/single culture,false,false
,bacterial strain culture,Sample_Type_SD,1,pure/single culture,false,false
,bacterial strain pure culture,Sample_Type_SD,1,pure/single culture,false,false
,bacterial wilt aka potato brown rot,Isolation_Source_SD,1,plant/produce food product,false,false
,bag urine,Isolation_Site_SD,1,urine,false,false
,bagged lettuce,Isolation_Source_SD,1,plant/produce food product,false,false
,bagged spinach,Isolation_Source_SD,1,plant/produce food product,false,false
,baila fish,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,balf,Sample_Type_SD,1,bronchoalveolar lavage fluid,false,false
