rule_id	outcome_status	recommended_reviewer_decision	assembly_accession	biosample	organism	current_field	current_value	destination_field	destination_value	existing_destination_value	event_evidence	event_detail	raw_evidence_json	Environment_Medium_SD	Environment_Broad_Scale_SD	Environment_Local_Scale_SD	Sampling_Context_SD	Host_Context_SD	Host_Health_State_SD	Host_Study_Group_SD	Semantic_Axis_Provenance
SC1-ENV-BROAD-WASTEWATER	existing_different	hold; preserve existing different destination pending review	GCA_000024165.1	SAMN02598465	Candidatus Accumulibacter phosphatis	Environment_Broad_Scale_SD	wastewater/sewage	Environment_Medium_SD	wastewater/sewage	wastewater	existing_different=wastewater	existing_different	"{""BioSample Isolation Site"":""enhanced biological phosphorus removal (EBPR) wastewater treatment bioreactor"",""Isolation Site"":""enhanced biological phosphorus removal (EBPR) wastewater treatment bioreactor"",""Isolation Source"":""enhanced biological phosphorus removal (EBPR) wastewater treatment bioreactor""}"	wastewater	wastewater/sewage						"{""Environment_Medium_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-MEDIUM-WASTEWATER"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Medium_SD"",""source_current_value"":""wastewater"",""source_raw_field"":""Environment_Medium_SD"",""source_raw_value"":""wastewater""}]}"
SC1-ENV-BROAD-WASTEWATER	existing_different	hold; preserve existing different destination pending review	GCA_000024365.1	SAMN02598467	Nakamurella multipartita DSM 44233	Environment_Broad_Scale_SD	wastewater/sewage	Environment_Medium_SD	wastewater/sewage	sludge	existing_different=sludge	existing_different	"{""BioSample Isolation Site"":""Actived sludge cultured in fed-batch reactors"",""Isolation Site"":""Actived sludge cultured in fed-batch reactors"",""Isolation Source"":""Actived sludge cultured in fed-batch reactors""}"	sludge	wastewater/sewage						{}
SC1-ENV-BROAD-WASTEWATER	existing_different	hold; preserve existing different destination pending review	GCA_000024985.1	SAMN02598446	Sphaerobacter thermophilus DSM 20745	Environment_Broad_Scale_SD	wastewater/sewage	Environment_Medium_SD	wastewater/sewage	sewage	existing_different=sewage	existing_different	"{""BioSample Isolation Site"":""thermal treated municipal sewage sludge from Muenchen-Grosslappen, Germany"",""Isolation Site"":""thermal treated municipal sewage sludge from Muenchen-Grosslappen, Germany"",""Isolation Source"":""thermal treated municipal sewage sludge from Muenchen-Grosslappen, Germany""}"	sewage	wastewater/sewage						"{""Environment_Medium_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-MEDIUM-SEWAGE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Medium_SD"",""source_current_value"":""sewage"",""source_raw_field"":""Environment_Medium_SD"",""source_raw_value"":""sewage""}]}"
SC1-ENV-BROAD-WASTEWATER	existing_different	hold; preserve existing different destination pending review	GCA_000025885.1	SAMN02598488	Aminobacterium colombiense DSM 12261	Environment_Broad_Scale_SD	wastewater/sewage	Environment_Medium_SD	wastewater/sewage	wastewater	existing_different=wastewater	existing_different	"{""BioSample Isolation Site"":""Anaerobic lagoon of dairy wastewater treatment plant in Colombia"",""Isolation Site"":""Anaerobic lagoon of dairy wastewater treatment plant in Colombia"",""Isolation Source"":""Anaerobic lagoon of dairy wastewater treatment plant in Colombia""}"	wastewater	wastewater/sewage						"{""Environment_Medium_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-MEDIUM-WASTEWATER"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Medium_SD"",""source_current_value"":""wastewater"",""source_raw_field"":""Environment_Medium_SD"",""source_raw_value"":""wastewater""}]}"
SC1-ENV-BROAD-WASTEWATER	existing_different	hold; preserve existing different destination pending review	GCA_000092405.1	SAMN02598518	Syntrophothermus lipocalidus DSM 12680	Environment_Broad_Scale_SD	wastewater/sewage	Environment_Medium_SD	wastewater/sewage	sludge	existing_different=sludge	existing_different	"{""BioSample Isolation Site"":""anaerobic granular sludge, thermophilic UASB reactor"",""BioSample Isolation Source"":""anaerobic granular sludge, thermophilic UASB reactor"",""Isolation Site"":""anaerobic granular sludge, thermophilic UASB reactor"",""Isolation Source"":""anaerobic granular sludge, thermophilic UASB reactor""}"	sludge	wastewater/sewage						{}
SC1-ENV-BROAD-WASTEWATER	existing_different	hold; preserve existing different destination pending review	GCA_000092945.1	SAMN02598533	Thermincola carboxydiphila JR	Environment_Broad_Scale_SD	wastewater/sewage	Environment_Medium_SD	wastewater/sewage	sludge	existing_different=sludge	existing_different	"{""BioSample Isolation Site"":""sludge reactor; East Bay MUD; Oakland, CA"",""BioSample Isolation Source"":""sludge reactor"",""Isolation Site"":""sludge reactor; East Bay MUD; Oakland, CA"",""Isolation Source"":""sludge reactor""}"	sludge	wastewater/sewage						{}
SC1-ENV-BROAD-WASTEWATER	existing_different	hold; preserve existing different destination pending review	GCA_000144625.1	SAMN00017134	[Clostridium] saccharolyticum WM1	Environment_Broad_Scale_SD	wastewater/sewage	Environment_Medium_SD	wastewater/sewage	sludge	existing_different=sludge	existing_different	"{""BioSample Isolation Site"":""Sewage sludge in Canada"",""BioSample Isolation Source"":""sludge"",""Isolation Site"":""Sewage sludge in Canada"",""Isolation Source"":""sludge""}"	sludge	wastewater/sewage						{}
SC1-ENV-LOCAL-GROUNDWATER	existing_different	hold; preserve existing different destination pending review	GCA_000145255.1	SAMN00002572	Gallionella capsiferriformans ES-2	Environment_Local_Scale_SD	groundwater	Environment_Medium_SD	groundwater	freshwater	existing_different=freshwater	existing_different	"{""BioSample Isolation Site"":""iron contaminated groundwater in Michigan"",""Isolation Site"":""iron contaminated groundwater in Michigan"",""Isolation Source"":""iron contaminated groundwater in Michigan""}"	freshwater	freshwater environment	groundwater					{}
SC1-ENV-BROAD-WASTEWATER	existing_different	hold; preserve existing different destination pending review	GCA_000165795.1	SAMN02256532	Aminomonas paucivorans DSM 12260	Environment_Broad_Scale_SD	wastewater/sewage	Environment_Medium_SD	wastewater/sewage	wastewater	existing_different=wastewater	existing_different	"{""BioSample Isolation Source"":""anaerobic lagoon of a dairy wastewater treatment plant"",""Isolation Source"":""anaerobic lagoon of a dairy wastewater treatment plant""}"	wastewater	wastewater/sewage						"{""Environment_Medium_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-MEDIUM-WASTEWATER"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Medium_SD"",""source_current_value"":""wastewater"",""source_raw_field"":""Environment_Medium_SD"",""source_raw_value"":""wastewater""}]}"
SC1-ENV-BROAD-WASTEWATER	existing_different	hold; preserve existing different destination pending review	GCA_000176455.1	SAMN02393824	Vibrio cholerae CT 5369-93	Environment_Broad_Scale_SD	wastewater/sewage	Environment_Medium_SD	wastewater/sewage	sewage	existing_different=sewage	existing_different	"{""Isolation Source"":""sewage""}"	sewage	wastewater/sewage						"{""Environment_Medium_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-MEDIUM-SEWAGE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Medium_SD"",""source_current_value"":""sewage"",""source_raw_field"":""Environment_Medium_SD"",""source_raw_value"":""sewage""}]}"
SC1-ENV-LOCAL-GROUNDWATER	existing_different	hold; preserve existing different destination pending review	GCA_000177215.2	SAMN02256536	Solidesulfovibrio carbinoliphilus subsp. oakridgensis	Environment_Local_Scale_SD	groundwater	Environment_Medium_SD	groundwater	agricultural/food-production water	existing_different=agricultural/food-production water	existing_different	"{""BioSample Isolation Source"":""ORFRC groundwater during biostimulation for uranium bioreduction"",""Isolation Source"":""ORFRC groundwater during biostimulation for uranium bioreduction""}"	agricultural/food-production water	terrestrial environment	groundwater					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-TERRESTRIAL"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Broad_Scale_SD"",""source_current_value"":""terrestrial environment"",""source_raw_field"":""Environment_Broad_Scale_SD"",""source_raw_value"":""terrestrial environment""}]}"
SC1-ENV-BROAD-WASTEWATER	existing_different	hold; preserve existing different destination pending review	GCA_000178115.2	SAMN00008641	Ethanoligenens harbinense YUAN-3	Environment_Broad_Scale_SD	wastewater/sewage	Environment_Medium_SD	wastewater/sewage	sludge	existing_different=sludge	existing_different	"{""BioSample Isolation Site"":""Anaerobic activated sludge of molasses wastewater in a continuous stirred-tank reactor"",""BioSample Isolation Source"":""anaerobic activated sludge of molasses wastewater in a continuous stirred-tank reactor"",""Isolation Site"":""Anaerobic activated sludge of molasses wastewater in a continuous stirred-tank reactor"",""Isolation Source"":""anaerobic activated sludge of molasses wastewater in a continuous stirred-tank reactor""}"	sludge	wastewater/sewage	activated sludge					{}
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	existing_different	hold; preserve existing different destination pending review	GCA_000178115.2	SAMN00008641	Ethanoligenens harbinense YUAN-3	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	sludge	existing_different=sludge	existing_different	"{""BioSample Isolation Site"":""Anaerobic activated sludge of molasses wastewater in a continuous stirred-tank reactor"",""BioSample Isolation Source"":""anaerobic activated sludge of molasses wastewater in a continuous stirred-tank reactor"",""Isolation Site"":""Anaerobic activated sludge of molasses wastewater in a continuous stirred-tank reactor"",""Isolation Source"":""anaerobic activated sludge of molasses wastewater in a continuous stirred-tank reactor""}"	sludge	wastewater/sewage	activated sludge					{}
SC1-ENV-BROAD-WASTEWATER	existing_different	hold; preserve existing different destination pending review	GCA_000179595.2	SAMN02256541	Acetivibrio cellulolyticus CD2	Environment_Broad_Scale_SD	wastewater/sewage	Environment_Medium_SD	wastewater/sewage	sewage	existing_different=sewage	existing_different	"{""BioSample Isolation Source"":""sewage sludge"",""Isolation Source"":""sewage sludge""}"	sewage	wastewater/sewage						"{""Environment_Medium_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-MEDIUM-SEWAGE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Medium_SD"",""source_current_value"":""sewage"",""source_raw_field"":""Environment_Medium_SD"",""source_raw_value"":""sewage""}]}"
SC1-ENV-MEDIUM-MARINE	existing_different	hold; preserve existing different destination pending review	GCA_000185805.1	SAMN00713575	Thermovibrio ammonificans HB-1	Environment_Medium_SD	marine	Environment_Broad_Scale_SD	marine environment	geologic/extreme environment	existing_different=geologic/extreme environment	existing_different	"{""BioSample Isolation Site"":""Walls of an active deep-sea hydrothermal vent chimney on the East Pacific Rise at 9 degrees 50'N"",""BioSample Isolation Source"":""walls of an active deep-sea hydrothermal vent chimney on the East Pacific Rise at 9 degrees 50' N"",""Isolation Site"":""Walls of an active deep-sea hydrothermal vent chimney on the East Pacific Rise at 9 degrees 50'N"",""Isolation Source"":""walls of an active deep-sea hydrothermal vent chimney on the East Pacific Rise at 9 degrees 50' N""}"	marine	geologic/extreme environment						{}
SC1-ENV-BROAD-WASTEWATER	existing_different	hold; preserve existing different destination pending review	GCA_000185925.2	SAMN02469497	Paracoccus sp. TRP	Environment_Broad_Scale_SD	wastewater/sewage	Environment_Medium_SD	wastewater/sewage	activated sludge	existing_different=activated sludge	existing_different	"{""BioSample Isolation Source"":""activated sludge"",""Isolation Source"":""activated sludge""}"	activated sludge	wastewater/sewage	activated sludge					{}
SC1-ENV-BROAD-WASTEWATER	existing_different	hold; preserve existing different destination pending review	GCA_000188155.3	SAMN02256392	Methylocystis sp. ATCC 49242	Environment_Broad_Scale_SD	wastewater/sewage	Environment_Medium_SD	wastewater/sewage	wastewater/sewage treatment plant	existing_different=wastewater/sewage treatment plant	existing_different	"{""BioSample Isolation Source"":""aquifer (aquifer, Canoga Park)"",""Isolation Source"":""aquifer (aquifer, Canoga Park)""}"	wastewater/sewage treatment plant	wastewater/sewage						{}
SC1-ENV-BROAD-WASTEWATER	existing_different	hold; preserve existing different destination pending review	GCA_000195295.1	SAMN00713603	Desulfobacca acetoxidans DSM 11109	Environment_Broad_Scale_SD	wastewater/sewage	Environment_Medium_SD	wastewater/sewage	agricultural/food-production water	existing_different=agricultural/food-production water	existing_different	"{""BioSample Isolation Site"":""Anaerobic granular sludge of a pilot-scale UASB reactor (1.7 1) fed with acetate and an excess of sulfate."",""BioSample Isolation Source"":""anaerobic granular sludge of a pilot-scale UASB reacter fed with acetate and an excess of sulfate"",""Isolation Site"":""Anaerobic granular sludge of a pilot-scale UASB reactor (1.7 1) fed with acetate and an excess of sulfate."",""Isolation Source"":""anaerobic granular sludge of a pilot-scale UASB reacter fed with acetate and an excess of sulfate""}"	agricultural/food-production water	wastewater/sewage						{}
SC1-ENV-BROAD-WASTEWATER	existing_different	hold; preserve existing different destination pending review	GCA_000196675.2	SAMN00713596	Pseudonocardia dioxanivorans CB1190	Environment_Broad_Scale_SD	wastewater/sewage	Environment_Medium_SD	wastewater/sewage	sludge	existing_different=sludge	existing_different	"{""BioSample Isolation Site"":""Industrial sludge contaminated with 1,4-dioxane"",""BioSample Isolation Source"":""industrial sludge contaminated with 1,4-dioxane"",""Isolation Site"":""Industrial sludge contaminated with 1,4-dioxane"",""Isolation Source"":""industrial sludge contaminated with 1,4-dioxane""}"	sludge	wastewater/sewage						{}
SC1-ENV-BROAD-WASTEWATER	existing_different	hold; preserve existing different destination pending review	GCA_000204645.1	SAMN00713606	Alicycliphilus denitrificans K601	Environment_Broad_Scale_SD	wastewater/sewage	Environment_Medium_SD	wastewater/sewage	sludge	existing_different=sludge	existing_different	"{""BioSample Isolation Site"":""Anaerobic sewage sludge"",""BioSample Isolation Source"":""anaerobic sewer sludge"",""Isolation Site"":""Anaerobic sewage sludge"",""Isolation Source"":""anaerobic sewer sludge""}"	sludge	wastewater/sewage						{}
SC1-ENV-BROAD-WASTEWATER	existing_different	hold; preserve existing different destination pending review	GCA_000212735.1	SAMN00713614	Haliscomenobacter hydrossis DSM 1100	Environment_Broad_Scale_SD	wastewater/sewage	Environment_Medium_SD	wastewater/sewage	sludge	existing_different=sludge	existing_different	"{""BioSample Isolation Source"":""activated sludge"",""Isolation Source"":""activated sludge""}"	sludge	wastewater/sewage	activated sludge					{}
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	existing_different	hold; preserve existing different destination pending review	GCA_000212735.1	SAMN00713614	Haliscomenobacter hydrossis DSM 1100	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	sludge	existing_different=sludge	existing_different	"{""BioSample Isolation Source"":""activated sludge"",""Isolation Source"":""activated sludge""}"	sludge	wastewater/sewage	activated sludge					{}
SC1-ENV-BROAD-WASTEWATER	existing_different	hold; preserve existing different destination pending review	GCA_000213235.1	SAMN00713617	Tepidanaerobacter acetatoxydans Re1	Environment_Broad_Scale_SD	wastewater/sewage	Environment_Medium_SD	wastewater/sewage	sludge	existing_different=sludge	existing_different	"{""BioSample Isolation Site"":""isolated from an ammonium-rich, mesophilic, methanogenic a continuously stirred laboratory-scale reactor designated Recirc that operated at 37 ?C and was fed with alfalfa silage"",""BioSample Isolation Source"":""ammonium-rich, mesophilic methanogenic a continuously stirred laboratory-scale reactor"",""Isolation Site"":""isolated from an ammonium-rich, mesophilic, methanogenic a continuously stirred laboratory-scale reactor designated Recirc that operated at 37 ?C and was fed with alfalfa silage"",""Isolation Source"":""ammonium-rich, mesophilic methanogenic a continuously stirred laboratory-scale reactor""}"	sludge	wastewater/sewage	laboratory	laboratory				"{""Sampling_Context_SD"":[{""confidence"":""medium"",""evidence"":""destination_blank=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-CONTEXT-LABORATORY"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Sample_Type_SD"",""source_current_value"":""laboratory"",""source_raw_field"":"""",""source_raw_value"":""""}]}"
SC1-ENV-BROAD-WASTEWATER	existing_different	hold; preserve existing different destination pending review	GCA_000214335.2	SAMN02470047	Sphingomonas sp. KC8	Environment_Broad_Scale_SD	wastewater/sewage	Environment_Medium_SD	wastewater/sewage	activated sludge	existing_different=activated sludge	existing_different	"{""BioSample Isolation Source"":""activated sludge"",""Isolation Source"":""activated sludge""}"	activated sludge	wastewater/sewage	activated sludge					{}
SC1-ENV-BROAD-WASTEWATER	existing_different	hold; preserve existing different destination pending review	GCA_000214395.1	SAMN00713625	Delftia sp. Cs1-4	Environment_Broad_Scale_SD	wastewater/sewage	Environment_Medium_SD	wastewater/sewage	sludge	existing_different=sludge	existing_different	"{""BioSample Isolation Site"":""PAH contaminated soils in Wisconsin"",""BioSample Isolation Source"":""PAH-contaminated soil"",""Isolation Site"":""PAH contaminated soils in Wisconsin"",""Isolation Source"":""PAH-contaminated soil""}"	sludge	wastewater/sewage						{}
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	existing_different	hold; preserve existing different destination pending review	GCA_000282955.1	SAMN02469872	Stutzerimonas stutzeri T13	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	sewage	existing_different=sewage	existing_different	"{""BioSample Isolation Source"":""activated sludge sample"",""Isolation Source"":""activated sludge sample""}"	sewage	wastewater/sewage	activated sludge					"{""Environment_Medium_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-MEDIUM-SEWAGE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Medium_SD"",""source_current_value"":""sewage"",""source_raw_field"":""Environment_Medium_SD"",""source_raw_value"":""sewage""}]}"
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	existing_different	hold; preserve existing different destination pending review	GCA_000282975.1	SAMN02469873	Pseudomonas psychrophila HA-4	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	sewage	existing_different=sewage	existing_different	"{""Isolation Source"":""activated sludge sample""}"	sewage	wastewater/sewage	activated sludge					"{""Environment_Medium_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-MEDIUM-SEWAGE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Medium_SD"",""source_current_value"":""sewage"",""source_raw_field"":""Environment_Medium_SD"",""source_raw_value"":""sewage""}]}"
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	existing_different	hold; preserve existing different destination pending review	GCA_000367825.1	SAMN02391501	Pseudomonas putida TRO1	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	sewage	existing_different=sewage	existing_different	"{""Isolation Source"":""activated sludge from Aalborg West (WTTP) Sewage Treatment Plant grown as an enrichment culture with triclosan""}"	sewage	wastewater/sewage	activated sludge					"{""Environment_Medium_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-MEDIUM-SEWAGE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Medium_SD"",""source_current_value"":""sewage"",""source_raw_field"":""Environment_Medium_SD"",""source_raw_value"":""sewage""}]}"
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	existing_different	hold; preserve existing different destination pending review	GCA_000368565.1	SAMN01087849	Acinetobacter gerneri DSM 14967 = CIP 107464 = MTCC 9824	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	sewage	existing_different=sewage	existing_different	"{""Host"":""Homo sapiens"",""Host_Cleaned"":""homo sapiens"",""Host_Original"":""Homo sapiens"",""Isolation Source"":""Activated sludge plant""}"	sewage	wastewater/sewage	activated sludge					"{""Environment_Medium_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-MEDIUM-SEWAGE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Medium_SD"",""source_current_value"":""sewage"",""source_raw_field"":""Environment_Medium_SD"",""source_raw_value"":""sewage""}]}"
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	existing_different	hold; preserve existing different destination pending review	GCA_000368665.1	SAMN01087850	Acinetobacter junii CIP 107470 = MTCC 11364	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	sewage	existing_different=sewage	existing_different	"{""Host"":""Homo sapiens"",""Host_Cleaned"":""homo sapiens"",""Host_Original"":""Homo sapiens"",""Isolation Source"":""Activated sludge plant""}"	sewage	wastewater/sewage	activated sludge					"{""Environment_Medium_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-MEDIUM-SEWAGE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Medium_SD"",""source_current_value"":""sewage"",""source_raw_field"":""Environment_Medium_SD"",""source_raw_value"":""sewage""}]}"
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	existing_different	hold; preserve existing different destination pending review	GCA_000368685.1	SAMN01087846	Acinetobacter baylyi DSM 14961 = CIP 107474	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	sewage	existing_different=sewage	existing_different	"{""Isolation Source"":""Activated sludge plant""}"	sewage	wastewater/sewage	activated sludge					"{""Environment_Medium_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-MEDIUM-SEWAGE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Medium_SD"",""source_current_value"":""sewage"",""source_raw_field"":""Environment_Medium_SD"",""source_raw_value"":""sewage""}]}"
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	existing_different	hold; preserve existing different destination pending review	GCA_000368785.1	SAMN01087853	Acinetobacter towneri DSM 14962 = CIP 107472	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	sewage	existing_different=sewage	existing_different	"{""Isolation Source"":""Activated sludge plant""}"	sewage	wastewater/sewage	activated sludge					"{""Environment_Medium_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-MEDIUM-SEWAGE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Medium_SD"",""source_current_value"":""sewage"",""source_raw_field"":""Environment_Medium_SD"",""source_raw_value"":""sewage""}]}"
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	existing_different	hold; preserve existing different destination pending review	GCA_000368865.1	SAMN01087847	Acinetobacter bouvetii DSM 14964 = CIP 107468	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	sewage	existing_different=sewage	existing_different	"{""Isolation Source"":""Activated sludge plant""}"	sewage	wastewater/sewage	activated sludge					"{""Environment_Medium_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-MEDIUM-SEWAGE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Medium_SD"",""source_current_value"":""sewage"",""source_raw_field"":""Environment_Medium_SD"",""source_raw_value"":""sewage""}]}"
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	existing_different	hold; preserve existing different destination pending review	GCA_000371385.1	SAMN02391502	Sphingopyxis sp. MC1	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	wastewater	existing_different=wastewater	existing_different	"{""BioSample Isolation Source"":""activated sludge from a waste water treatment plant"",""Isolation Source"":""activated sludge from a waste water treatment plant""}"	wastewater	wastewater/sewage	activated sludge					"{""Environment_Medium_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-MEDIUM-WASTEWATER"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Medium_SD"",""source_current_value"":""wastewater"",""source_raw_field"":""Environment_Medium_SD"",""source_raw_value"":""wastewater""}]}"
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	existing_different	hold; preserve existing different destination pending review	GCA_000371925.1	SAMN02256490	Thiolinea disciformis DSM 14473	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	wastewater	existing_different=wastewater	existing_different	"{""BioSample Isolation Source"":""Bulking activated sludge of soy sauce factory wastewater treatment plant, Japan"",""Isolation Source"":""Bulking activated sludge of soy sauce factory wastewater treatment plant, Japan""}"	wastewater	wastewater/sewage	activated sludge					"{""Environment_Medium_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-MEDIUM-WASTEWATER"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Medium_SD"",""source_current_value"":""wastewater"",""source_raw_field"":""Environment_Medium_SD"",""source_raw_value"":""wastewater""}]}"
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	existing_different	hold; preserve existing different destination pending review	GCA_000372245.1	SAMN02256506	Corynebacterium doosanense CAU 212 = DSM 45436	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	wastewater	existing_different=wastewater	existing_different	"{""BioSample Isolation Source"":""Activated sludge from a wastewater treatment plant, Yeongdeuk-gun, Republic of Korea"",""Isolation Source"":""Activated sludge from a wastewater treatment plant, Yeongdeuk-gun, Republic of Korea""}"	wastewater	wastewater/sewage	activated sludge					"{""Environment_Medium_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-MEDIUM-WASTEWATER"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Medium_SD"",""source_current_value"":""wastewater"",""source_raw_field"":""Environment_Medium_SD"",""source_raw_value"":""wastewater""}]}"
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	existing_different	hold; preserve existing different destination pending review	GCA_000380185.1	SAMN02256434	Thiofilum flexile DSM 14609	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	wastewater	existing_different=wastewater	existing_different	"{""BioSample Isolation Source"":""Bulking activated sludge of pickle manufacturing wastewater treatment plant of pickle manufacturing, Japan"",""Isolation Source"":""Bulking activated sludge of pickle manufacturing wastewater treatment plant of pickle manufacturing, Japan""}"	wastewater	wastewater/sewage	activated sludge					"{""Environment_Medium_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-MEDIUM-WASTEWATER"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Medium_SD"",""source_current_value"":""wastewater"",""source_raw_field"":""Environment_Medium_SD"",""source_raw_value"":""wastewater""}]}"
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	existing_different	hold; preserve existing different destination pending review	GCA_000400735.1	SAMN01087852	Acinetobacter tandoii DSM 14970 = CIP 107469	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	sewage	existing_different=sewage	existing_different	"{""Isolation Source"":""activated sludge plant""}"	sewage	wastewater/sewage	activated sludge					"{""Environment_Medium_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-MEDIUM-SEWAGE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Medium_SD"",""source_current_value"":""sewage"",""source_raw_field"":""Environment_Medium_SD"",""source_raw_value"":""sewage""}]}"
