rule_id	outcome_status	recommended_reviewer_decision	assembly_accession	biosample	organism	current_field	current_value	destination_field	destination_value	existing_destination_value	event_evidence	event_detail	raw_evidence_json	Environment_Medium_SD	Environment_Broad_Scale_SD	Environment_Local_Scale_SD	Sampling_Context_SD	Host_Context_SD	Host_Health_State_SD	Host_Study_Group_SD	Semantic_Axis_Provenance
SC1-ENV-BROAD-ENV-SAMPLE	existing_different	hold; preserve existing different destination pending review	GCA_004388925.1	SAMN03965302	Listeria monocytogenes	Environment_Broad_Scale_SD	environmental sample	Sampling_Context_SD	environmental	plant-associated	existing_different=plant-associated	existing_different	"{""Isolation Source"":""environmental swab sponge meat processing plant""}"	air	environmental sample		plant-associated	plant-associated			"{""Host_Context_SD"":[{""confidence"":""medium"",""evidence"":""plant_context_evidence=true"",""evidence_requirement"":""plant host/source/context evidence"",""method"":""semantic_phase2a_canonical_apply"",""rule_id"":""PH2A-SITE-PLANT-MATERIAL-CONTEXT"",""ruleset_version"":""semantic_phase2a_confirmed_rules_v2"",""source_audit_commit"":""fea41b9430bcf245ce7052b503135316a1a255a2"",""source_current_field"":""Isolation_Site_SD"",""source_current_value"":""plant-associated material"",""source_raw_field"":"""",""source_raw_value"":""""}],""Sampling_Context_SD"":[{""confidence"":""medium"",""evidence"":""plant_context_evidence=true"",""evidence_requirement"":""plant host/source/context evidence"",""method"":""semantic_phase2a_canonical_apply"",""rule_id"":""PH2A-SITE-PLANT-SAMPLING"",""ruleset_version"":""semantic_phase2a_confirmed_rules_v2"",""source_audit_commit"":""fea41b9430bcf245ce7052b503135316a1a255a2"",""source_current_field"":""Isolation_Site_SD"",""source_current_value"":""plant-associated material"",""source_raw_field"":"""",""source_raw_value"":""""}],""_cleared_strict_fields"":[{""cleared_companion_fields"":[{""field"":""Isolation_Site_SD_Broad"",""is_primary"":""false"",""previous_value"":""plant-associated material""},{""field"":""Isolation_Site_SD_Detail"",""is_primary"":""false"",""previous_value"":""plant-associated material""},{""field"":""Isolation_Site_SD_Method"",""is_primary"":""false"",""previous_value"":""context_dictionary""}],""cleared_field"":""Isolation_Site_SD"",""destination_outcomes"":[{""condition"":""always"",""detail"":""no destination for clear-only rule"",""evidence"":""clear_only_rule=true"",""field"":"""",""rule_id"":""PH2A-SITE-PLANT-CLEAR"",""status"":""clear_only"",""value"":""""},{""condition"":""plant_context_evidence"",""detail"":"""",""evidence"":""plant_context_evidence=true"",""field"":""Host_Context_SD"",""rule_id"":""PH2A-SITE-PLANT-MATERIAL-CONTEXT"",""status"":""applied"",""value"":""plant-associated""},{""condition"":""plant_context_evidence"",""detail"":"""",""evidence"":""plant_context_evidence=true"",""field"":""Sampling_Context_SD"",""rule_id"":""PH2A-SITE-PLANT-SAMPLING"",""status"":""applied"",""value"":""plant-associated""},{""condition"":""plant_material_evidence"",""detail"":""conditional_assignment_skip"",""evidence"":""plant_material_evidence=false"",""field"":""Sample_Material_SD"",""rule_id"":""PH2A-SITE-PLANT-SAMPLE-MATERIAL"",""status"":""conditional_assignment_skip"",""value"":""plant material""}],""destination_status"":""destination_recorded"",""method"":""semantic_phase2a_canonical_apply"",""previous_value"":""plant-associated material"",""reason"":""plant-associated material is not an isolation site; destinations require separate plant evidence"",""removal_confidence"":""high"",""rule_id"":""PH2A-SITE-PLANT-CLEAR"",""ruleset_version"":""semantic_phase2a_confirmed_rules_v2"",""source_audit_commit"":""fea41b9430bcf245ce7052b503135316a1a255a2"",""source_raw_field"":"""",""source_raw_value"":""""}]}"
SC1-ENV-BROAD-ENV-SAMPLE	existing_different	hold; preserve existing different destination pending review	GCA_004496155.1	SAMN03965303	Listeria monocytogenes	Environment_Broad_Scale_SD	environmental sample	Sampling_Context_SD	environmental	plant-associated	existing_different=plant-associated	existing_different	"{""Isolation Source"":""environmental swab sponge meat processing plant""}"	air	environmental sample		plant-associated	plant-associated			"{""Host_Context_SD"":[{""confidence"":""medium"",""evidence"":""plant_context_evidence=true"",""evidence_requirement"":""plant host/source/context evidence"",""method"":""semantic_phase2a_canonical_apply"",""rule_id"":""PH2A-SITE-PLANT-MATERIAL-CONTEXT"",""ruleset_version"":""semantic_phase2a_confirmed_rules_v2"",""source_audit_commit"":""fea41b9430bcf245ce7052b503135316a1a255a2"",""source_current_field"":""Isolation_Site_SD"",""source_current_value"":""plant-associated material"",""source_raw_field"":"""",""source_raw_value"":""""}],""Sampling_Context_SD"":[{""confidence"":""medium"",""evidence"":""plant_context_evidence=true"",""evidence_requirement"":""plant host/source/context evidence"",""method"":""semantic_phase2a_canonical_apply"",""rule_id"":""PH2A-SITE-PLANT-SAMPLING"",""ruleset_version"":""semantic_phase2a_confirmed_rules_v2"",""source_audit_commit"":""fea41b9430bcf245ce7052b503135316a1a255a2"",""source_current_field"":""Isolation_Site_SD"",""source_current_value"":""plant-associated material"",""source_raw_field"":"""",""source_raw_value"":""""}],""_cleared_strict_fields"":[{""cleared_companion_fields"":[{""field"":""Isolation_Site_SD_Broad"",""is_primary"":""false"",""previous_value"":""plant-associated material""},{""field"":""Isolation_Site_SD_Detail"",""is_primary"":""false"",""previous_value"":""plant-associated material""},{""field"":""Isolation_Site_SD_Method"",""is_primary"":""false"",""previous_value"":""context_dictionary""}],""cleared_field"":""Isolation_Site_SD"",""destination_outcomes"":[{""condition"":""always"",""detail"":""no destination for clear-only rule"",""evidence"":""clear_only_rule=true"",""field"":"""",""rule_id"":""PH2A-SITE-PLANT-CLEAR"",""status"":""clear_only"",""value"":""""},{""condition"":""plant_context_evidence"",""detail"":"""",""evidence"":""plant_context_evidence=true"",""field"":""Host_Context_SD"",""rule_id"":""PH2A-SITE-PLANT-MATERIAL-CONTEXT"",""status"":""applied"",""value"":""plant-associated""},{""condition"":""plant_context_evidence"",""detail"":"""",""evidence"":""plant_context_evidence=true"",""field"":""Sampling_Context_SD"",""rule_id"":""PH2A-SITE-PLANT-SAMPLING"",""status"":""applied"",""value"":""plant-associated""},{""condition"":""plant_material_evidence"",""detail"":""conditional_assignment_skip"",""evidence"":""plant_material_evidence=false"",""field"":""Sample_Material_SD"",""rule_id"":""PH2A-SITE-PLANT-SAMPLE-MATERIAL"",""status"":""conditional_assignment_skip"",""value"":""plant material""}],""destination_status"":""destination_recorded"",""method"":""semantic_phase2a_canonical_apply"",""previous_value"":""plant-associated material"",""reason"":""plant-associated material is not an isolation site; destinations require separate plant evidence"",""removal_confidence"":""high"",""rule_id"":""PH2A-SITE-PLANT-CLEAR"",""ruleset_version"":""semantic_phase2a_confirmed_rules_v2"",""source_audit_commit"":""fea41b9430bcf245ce7052b503135316a1a255a2"",""source_raw_field"":"""",""source_raw_value"":""""}]}"
SC1-ENV-BROAD-ENV-SAMPLE	existing_different	hold; preserve existing different destination pending review	GCA_004724745.1	SAMN04530873	Listeria innocua	Environment_Broad_Scale_SD	environmental sample	Sampling_Context_SD	environmental	plant-associated	existing_different=plant-associated	existing_different	"{""Isolation Source"":""environmental swab sponge meat plant""}"	air	environmental sample		plant-associated	plant-associated			"{""Host_Context_SD"":[{""confidence"":""medium"",""evidence"":""plant_context_evidence=true"",""evidence_requirement"":""plant host/source/context evidence"",""method"":""semantic_phase2a_canonical_apply"",""rule_id"":""PH2A-SITE-PLANT-MATERIAL-CONTEXT"",""ruleset_version"":""semantic_phase2a_confirmed_rules_v2"",""source_audit_commit"":""fea41b9430bcf245ce7052b503135316a1a255a2"",""source_current_field"":""Isolation_Site_SD"",""source_current_value"":""plant-associated material"",""source_raw_field"":"""",""source_raw_value"":""""}],""Sampling_Context_SD"":[{""confidence"":""medium"",""evidence"":""plant_context_evidence=true"",""evidence_requirement"":""plant host/source/context evidence"",""method"":""semantic_phase2a_canonical_apply"",""rule_id"":""PH2A-SITE-PLANT-SAMPLING"",""ruleset_version"":""semantic_phase2a_confirmed_rules_v2"",""source_audit_commit"":""fea41b9430bcf245ce7052b503135316a1a255a2"",""source_current_field"":""Isolation_Site_SD"",""source_current_value"":""plant-associated material"",""source_raw_field"":"""",""source_raw_value"":""""}],""_cleared_strict_fields"":[{""cleared_companion_fields"":[{""field"":""Isolation_Site_SD_Broad"",""is_primary"":""false"",""previous_value"":""plant-associated material""},{""field"":""Isolation_Site_SD_Detail"",""is_primary"":""false"",""previous_value"":""plant-associated material""},{""field"":""Isolation_Site_SD_Method"",""is_primary"":""false"",""previous_value"":""context_dictionary""}],""cleared_field"":""Isolation_Site_SD"",""destination_outcomes"":[{""condition"":""always"",""detail"":""no destination for clear-only rule"",""evidence"":""clear_only_rule=true"",""field"":"""",""rule_id"":""PH2A-SITE-PLANT-CLEAR"",""status"":""clear_only"",""value"":""""},{""condition"":""plant_context_evidence"",""detail"":"""",""evidence"":""plant_context_evidence=true"",""field"":""Host_Context_SD"",""rule_id"":""PH2A-SITE-PLANT-MATERIAL-CONTEXT"",""status"":""applied"",""value"":""plant-associated""},{""condition"":""plant_context_evidence"",""detail"":"""",""evidence"":""plant_context_evidence=true"",""field"":""Sampling_Context_SD"",""rule_id"":""PH2A-SITE-PLANT-SAMPLING"",""status"":""applied"",""value"":""plant-associated""},{""condition"":""plant_material_evidence"",""detail"":""conditional_assignment_skip"",""evidence"":""plant_material_evidence=false"",""field"":""Sample_Material_SD"",""rule_id"":""PH2A-SITE-PLANT-SAMPLE-MATERIAL"",""status"":""conditional_assignment_skip"",""value"":""plant material""}],""destination_status"":""destination_recorded"",""method"":""semantic_phase2a_canonical_apply"",""previous_value"":""plant-associated material"",""reason"":""plant-associated material is not an isolation site; destinations require separate plant evidence"",""removal_confidence"":""high"",""rule_id"":""PH2A-SITE-PLANT-CLEAR"",""ruleset_version"":""semantic_phase2a_confirmed_rules_v2"",""source_audit_commit"":""fea41b9430bcf245ce7052b503135316a1a255a2"",""source_raw_field"":"""",""source_raw_value"":""""}]}"
SC1-ENV-MEDIUM-HEALTHCARE-FACILITY	existing_different	hold; preserve existing different destination pending review	GCA_005234035.1	SAMN10984490	Enterococcus faecalis	Environment_Medium_SD	healthcare facility	Environment_Local_Scale_SD	healthcare facility	intensive care unit	existing_different=intensive care unit	existing_different	"{""Host"":""Hospital environment"",""Host_Cleaned"":""hospital environment"",""Host_Original"":""Hospital environment"",""Isolation Source"":""ICU - door handle""}"	healthcare facility	healthcare-associated environment	intensive care unit					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-HEALTHCARE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Isolation_Source_SD"",""source_current_value"":""healthcare-associated environment"",""source_raw_field"":"""",""source_raw_value"":""""}]}"
SC1-ENV-LOCAL-AGRICULTURAL-ENV	existing_different	hold; preserve existing different destination pending review	GCA_009078315.1	SAMN11431964	Bacillus thuringiensis	Environment_Local_Scale_SD	agricultural environment	Environment_Broad_Scale_SD	agricultural environment	terrestrial environment	existing_different=terrestrial environment	existing_different	"{""BioSample Isolation Source"":""agricultural soil"",""Isolation Source"":""agricultural soil""}"	soil	terrestrial environment	agricultural environment					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-TERRESTRIAL"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Broad_Scale_SD"",""source_current_value"":""terrestrial environment"",""source_raw_field"":""Environment_Broad_Scale_SD"",""source_raw_value"":""terrestrial environment""}]}"
SC1-ENV-LOCAL-AGRICULTURAL-ENV	existing_different	hold; preserve existing different destination pending review	GCA_009859475.1	SAMN12879172	Hydrogenophaga sp. BPS33	Environment_Local_Scale_SD	agricultural environment	Environment_Broad_Scale_SD	agricultural environment	terrestrial environment	existing_different=terrestrial environment	existing_different	{}	soil	terrestrial environment	agricultural environment					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-TERRESTRIAL"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Broad_Scale_SD"",""source_current_value"":""terrestrial environment"",""source_raw_field"":""Environment_Broad_Scale_SD"",""source_raw_value"":""terrestrial environment""}]}"
SC1-ENV-LOCAL-AGRICULTURAL-ENV	existing_different	hold; preserve existing different destination pending review	GCA_009859815.1	SAMN12879170	Hydrogenophaga sp. PBL-H3	Environment_Local_Scale_SD	agricultural environment	Environment_Broad_Scale_SD	agricultural environment	terrestrial environment	existing_different=terrestrial environment	existing_different	{}	soil	terrestrial environment	agricultural environment					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-TERRESTRIAL"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Broad_Scale_SD"",""source_current_value"":""terrestrial environment"",""source_raw_field"":""Environment_Broad_Scale_SD"",""source_raw_value"":""terrestrial environment""}]}"
SC1-ENV-LOCAL-AGRICULTURAL-ENV	existing_different	hold; preserve existing different destination pending review	GCA_010104355.1	SAMN12879171	Hydrogenophaga sp. PBL-H3	Environment_Local_Scale_SD	agricultural environment	Environment_Broad_Scale_SD	agricultural environment	terrestrial environment	existing_different=terrestrial environment	existing_different	{}	soil	terrestrial environment	agricultural environment					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-TERRESTRIAL"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Broad_Scale_SD"",""source_current_value"":""terrestrial environment"",""source_raw_field"":""Environment_Broad_Scale_SD"",""source_raw_value"":""terrestrial environment""}]}"
SC1-ENV-LOCAL-AGRICULTURAL-ENV	existing_different	hold; preserve existing different destination pending review	GCA_012572025.1	SAMN11952064	Bacillus sp. HNA3	Environment_Local_Scale_SD	agricultural environment	Environment_Broad_Scale_SD	agricultural environment	plant-associated environment	existing_different=plant-associated environment	existing_different	"{""BioSample Host"":""soybean"",""BioSample Isolation Source"":""root rhizosphere"",""Host"":""soybean"",""Host_Cleaned"":""soybean"",""Host_Original"":""soybean"",""Isolation Source"":""root rhizosphere""}"	laboratory	plant-associated environment	agricultural environment					{}
SC1-ENV-LOCAL-AGRICULTURAL-ENV	existing_different	hold; preserve existing different destination pending review	GCA_012932565.1	SAMN14657547	Sneathiella limimaris	Environment_Local_Scale_SD	agricultural environment	Environment_Broad_Scale_SD	agricultural environment	marine environment	existing_different=marine environment	existing_different	"{""BioSample Isolation Source"":""agricultural seawater"",""Isolation Source"":""agricultural seawater""}"	seawater	marine environment	agricultural environment					{}
SC1-ENV-LOCAL-AGRICULTURAL-ENV	existing_different	hold; preserve existing different destination pending review	GCA_013361325.1	SAMN14571753	Gemmatimonadaceae bacterium	Environment_Local_Scale_SD	agricultural environment	Environment_Broad_Scale_SD	agricultural environment	terrestrial environment	existing_different=terrestrial environment	existing_different	"{""Isolation Source"":""biochar-amended oxisol soil plot 8"",""Sample Type"":""metagenomic assembly""}"	soil	terrestrial environment	agricultural environment					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-TERRESTRIAL"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Broad_Scale_SD"",""source_current_value"":""terrestrial environment"",""source_raw_field"":""Environment_Broad_Scale_SD"",""source_raw_value"":""terrestrial environment""}]}"
SC1-ENV-LOCAL-AGRICULTURAL-ENV	existing_different	hold; preserve existing different destination pending review	GCA_013361335.1	SAMN14571755	Gemmatimonadaceae bacterium	Environment_Local_Scale_SD	agricultural environment	Environment_Broad_Scale_SD	agricultural environment	terrestrial environment	existing_different=terrestrial environment	existing_different	"{""Isolation Source"":""biochar-amended oxisol soil plot 8"",""Sample Type"":""metagenomic assembly""}"	soil	terrestrial environment	agricultural environment					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-TERRESTRIAL"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Broad_Scale_SD"",""source_current_value"":""terrestrial environment"",""source_raw_field"":""Environment_Broad_Scale_SD"",""source_raw_value"":""terrestrial environment""}]}"
SC1-ENV-LOCAL-AGRICULTURAL-ENV	existing_different	hold; preserve existing different destination pending review	GCA_013361345.1	SAMN14571756	Polyangiaceae bacterium	Environment_Local_Scale_SD	agricultural environment	Environment_Broad_Scale_SD	agricultural environment	terrestrial environment	existing_different=terrestrial environment	existing_different	"{""Isolation Source"":""biochar-amended oxisol soil plot 8"",""Sample Type"":""metagenomic assembly""}"	soil	terrestrial environment	agricultural environment					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-TERRESTRIAL"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Broad_Scale_SD"",""source_current_value"":""terrestrial environment"",""source_raw_field"":""Environment_Broad_Scale_SD"",""source_raw_value"":""terrestrial environment""}]}"
SC1-ENV-MEDIUM-HEALTHCARE-FACILITY	existing_different	hold; preserve existing different destination pending review	GCA_017641325.1	SAMN10984521	Enterococcus faecalis	Environment_Medium_SD	healthcare facility	Environment_Local_Scale_SD	healthcare facility	intensive care unit	existing_different=intensive care unit	existing_different	"{""Host"":""Hospital environment"",""Host_Cleaned"":""hospital environment"",""Host_Original"":""Hospital environment"",""Isolation Source"":""ICU - bp apparatus""}"	healthcare facility	healthcare-associated environment	intensive care unit					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-HEALTHCARE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Isolation_Source_SD"",""source_current_value"":""healthcare-associated environment"",""source_raw_field"":"""",""source_raw_value"":""""}]}"
SC1-ENV-MEDIUM-HEALTHCARE-FACILITY	existing_different	hold; preserve existing different destination pending review	GCA_017641435.1	SAMN10984516	Enterococcus faecalis	Environment_Medium_SD	healthcare facility	Environment_Local_Scale_SD	healthcare facility	intensive care unit	existing_different=intensive care unit	existing_different	"{""Host"":""Hospital environment"",""Host_Cleaned"":""hospital environment"",""Host_Original"":""Hospital environment"",""Isolation Source"":""ICU - unoccupied bed""}"	healthcare facility	healthcare-associated environment	intensive care unit					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-HEALTHCARE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Isolation_Source_SD"",""source_current_value"":""healthcare-associated environment"",""source_raw_field"":"""",""source_raw_value"":""""}]}"
SC1-ENV-MEDIUM-HEALTHCARE-FACILITY	existing_different	hold; preserve existing different destination pending review	GCA_017641465.1	SAMN10984513	Enterococcus faecalis	Environment_Medium_SD	healthcare facility	Environment_Local_Scale_SD	healthcare facility	intensive care unit	existing_different=intensive care unit	existing_different	"{""Host"":""Hospital environment"",""Host_Cleaned"":""hospital environment"",""Host_Original"":""Hospital environment"",""Isolation Source"":""ICU - phone""}"	healthcare facility	healthcare-associated environment	intensive care unit					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-HEALTHCARE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Isolation_Source_SD"",""source_current_value"":""healthcare-associated environment"",""source_raw_field"":"""",""source_raw_value"":""""}]}"
SC1-ENV-MEDIUM-HEALTHCARE-FACILITY	existing_different	hold; preserve existing different destination pending review	GCA_017641485.1	SAMN10984515	Enterococcus faecalis	Environment_Medium_SD	healthcare facility	Environment_Local_Scale_SD	healthcare facility	intensive care unit	existing_different=intensive care unit	existing_different	"{""Host"":""Hospital environment"",""Host_Cleaned"":""hospital environment"",""Host_Original"":""Hospital environment"",""Isolation Source"":""ICU - ventilator""}"	healthcare facility	healthcare-associated environment	intensive care unit					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-HEALTHCARE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Isolation_Source_SD"",""source_current_value"":""healthcare-associated environment"",""source_raw_field"":"""",""source_raw_value"":""""}]}"
SC1-ENV-MEDIUM-HEALTHCARE-FACILITY	existing_different	hold; preserve existing different destination pending review	GCA_017641495.1	SAMN10984514	Enterococcus faecalis	Environment_Medium_SD	healthcare facility	Environment_Local_Scale_SD	healthcare facility	intensive care unit	existing_different=intensive care unit	existing_different	"{""Host"":""Hospital environment"",""Host_Cleaned"":""hospital environment"",""Host_Original"":""Hospital environment"",""Isolation Source"":""ICU - bp apparatus""}"	healthcare facility	healthcare-associated environment	intensive care unit					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-HEALTHCARE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Isolation_Source_SD"",""source_current_value"":""healthcare-associated environment"",""source_raw_field"":"""",""source_raw_value"":""""}]}"
SC1-ENV-MEDIUM-HEALTHCARE-FACILITY	existing_different	hold; preserve existing different destination pending review	GCA_017641685.1	SAMN10984503	Enterococcus faecium	Environment_Medium_SD	healthcare facility	Environment_Local_Scale_SD	healthcare facility	intensive care unit	existing_different=intensive care unit	existing_different	"{""Host"":""Hospital environment"",""Host_Cleaned"":""hospital environment"",""Host_Original"":""Hospital environment"",""Isolation Source"":""ICU - bp apparatus""}"	healthcare facility	healthcare-associated environment	intensive care unit					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-HEALTHCARE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Isolation_Source_SD"",""source_current_value"":""healthcare-associated environment"",""source_raw_field"":"""",""source_raw_value"":""""}]}"
SC1-ENV-MEDIUM-HEALTHCARE-FACILITY	existing_different	hold; preserve existing different destination pending review	GCA_017641785.1	SAMN10984495	Enterococcus faecalis	Environment_Medium_SD	healthcare facility	Environment_Local_Scale_SD	healthcare facility	intensive care unit	existing_different=intensive care unit	existing_different	"{""Host"":""Hospital environment"",""Host_Cleaned"":""hospital environment"",""Host_Original"":""Hospital environment"",""Isolation Source"":""ICU - door handle""}"	healthcare facility	healthcare-associated environment	intensive care unit					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-HEALTHCARE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Isolation_Source_SD"",""source_current_value"":""healthcare-associated environment"",""source_raw_field"":"""",""source_raw_value"":""""}]}"
SC1-ENV-MEDIUM-HEALTHCARE-FACILITY	existing_different	hold; preserve existing different destination pending review	GCA_017641865.1	SAMN10984493	Enterococcus faecalis	Environment_Medium_SD	healthcare facility	Environment_Local_Scale_SD	healthcare facility	intensive care unit	existing_different=intensive care unit	existing_different	"{""Host"":""Hospital environment"",""Host_Cleaned"":""hospital environment"",""Host_Original"":""Hospital environment"",""Isolation Source"":""ICU - occupied bed""}"	healthcare facility	healthcare-associated environment	intensive care unit					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-HEALTHCARE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Isolation_Source_SD"",""source_current_value"":""healthcare-associated environment"",""source_raw_field"":"""",""source_raw_value"":""""}]}"
SC1-ENV-MEDIUM-HEALTHCARE-FACILITY	existing_different	hold; preserve existing different destination pending review	GCA_017641905.1	SAMN10984494	Enterococcus faecalis	Environment_Medium_SD	healthcare facility	Environment_Local_Scale_SD	healthcare facility	intensive care unit	existing_different=intensive care unit	existing_different	"{""Host"":""Hospital environment"",""Host_Cleaned"":""hospital environment"",""Host_Original"":""Hospital environment"",""Isolation Source"":""ICU - door handle""}"	healthcare facility	healthcare-associated environment	intensive care unit					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-HEALTHCARE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Isolation_Source_SD"",""source_current_value"":""healthcare-associated environment"",""source_raw_field"":"""",""source_raw_value"":""""}]}"
SC1-ENV-MEDIUM-HEALTHCARE-FACILITY	existing_different	hold; preserve existing different destination pending review	GCA_017641945.1	SAMN10984489	Enterococcus gallinarum	Environment_Medium_SD	healthcare facility	Environment_Local_Scale_SD	healthcare facility	intensive care unit	existing_different=intensive care unit	existing_different	"{""Host"":""Hospital environment"",""Host_Cleaned"":""hospital environment"",""Host_Original"":""Hospital environment"",""Isolation Source"":""ICU - unoccupied bed""}"	healthcare facility	healthcare-associated environment	intensive care unit					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-HEALTHCARE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Isolation_Source_SD"",""source_current_value"":""healthcare-associated environment"",""source_raw_field"":"""",""source_raw_value"":""""}]}"
SC1-ENV-MEDIUM-HEALTHCARE-FACILITY	existing_different	hold; preserve existing different destination pending review	GCA_017641965.1	SAMN10984488	Enterococcus gallinarum	Environment_Medium_SD	healthcare facility	Environment_Local_Scale_SD	healthcare facility	intensive care unit	existing_different=intensive care unit	existing_different	"{""Host"":""Hospital environment"",""Host_Cleaned"":""hospital environment"",""Host_Original"":""Hospital environment"",""Isolation Source"":""ICU - unoccupied bed""}"	healthcare facility	healthcare-associated environment	intensive care unit					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-HEALTHCARE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Isolation_Source_SD"",""source_current_value"":""healthcare-associated environment"",""source_raw_field"":"""",""source_raw_value"":""""}]}"
SC1-ENV-MEDIUM-HEALTHCARE-FACILITY	existing_different	hold; preserve existing different destination pending review	GCA_017642015.1	SAMN10984484	Enterococcus gallinarum	Environment_Medium_SD	healthcare facility	Environment_Local_Scale_SD	healthcare facility	intensive care unit	existing_different=intensive care unit	existing_different	"{""Host"":""Hospital environment"",""Host_Cleaned"":""hospital environment"",""Host_Original"":""Hospital environment"",""Isolation Source"":""ICU - door handle""}"	healthcare facility	healthcare-associated environment	intensive care unit					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-HEALTHCARE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Isolation_Source_SD"",""source_current_value"":""healthcare-associated environment"",""source_raw_field"":"""",""source_raw_value"":""""}]}"
