isolation_source_sd,assembly_count,recommended_action
Nebuliser_P134_BU7,1,route_to_non_source_descriptor
Nebuliser_P19_BU18,1,route_to_non_source_descriptor
Nebuliser_P19_BU20,1,route_to_non_source_descriptor
Nebuliser_P21_BU22,1,route_to_non_source_descriptor
Nebuliser_P26_BU28,1,route_to_non_source_descriptor
Nebuliser_P27_BU18,1,route_to_non_source_descriptor
Nebuliser_P2_BU1,1,route_to_non_source_descriptor
Nebuliser_P37_BU4,1,route_to_non_source_descriptor
Nebuliser_P46_BU24,1,route_to_non_source_descriptor
Nebuliser_P48_BU11,1,route_to_non_source_descriptor
Nebuliser_P6_BU8,1,route_to_non_source_descriptor
Nebuliser_P77_BU25,1,route_to_non_source_descriptor
Nebuliser_P79_BU12,1,route_to_non_source_descriptor
Nebuliser_P81_BU14,1,route_to_non_source_descriptor
Nebuliser_P82_BU15,1,route_to_non_source_descriptor
Nebuliser_P87_BU8,1,route_to_non_source_descriptor
OCILY10_C,1,route_to_non_source_descriptor
O_Room_1_D_Organism_1,1,route_to_non_source_descriptor
O_Room_1_D_Organism_5,1,route_to_non_source_descriptor
O_Room_1_D_Organism_6,1,route_to_non_source_descriptor
O_Room_1_D_Organism_7,1,route_to_non_source_descriptor
O_Room_2_C_Organism_1,1,route_to_non_source_descriptor
O_Room_2_J_Organism_2,1,route_to_non_source_descriptor
O_Room_3_D_Organism_4,1,route_to_non_source_descriptor
O_Room_3_D_Organism_5,1,route_to_non_source_descriptor
O_Room_3_G_Organism_1,1,route_to_non_source_descriptor
O_Room_4_D_Organism_4,1,route_to_non_source_descriptor
O_Room_5_D_Organism_4,1,route_to_non_source_descriptor
O_Room_6_D_Organism_2,1,route_to_non_source_descriptor
O_Room_6_D_Organism_3,1,route_to_non_source_descriptor
Offspring_582,1,route_to_non_source_descriptor
Organoid8M_R29_C17,1,route_to_non_source_descriptor
Organoid8M_R30_C40,1,route_to_non_source_descriptor
Organoid8M_R30_C42,1,route_to_non_source_descriptor
Organoid8M_R30_C48,1,route_to_non_source_descriptor
Organoid8M_R30_C51,1,route_to_non_source_descriptor
Organoid8M_R30_C6,1,route_to_non_source_descriptor
Organoid8M_R30_C60,1,route_to_non_source_descriptor
Organoid8M_R31_C12,1,route_to_non_source_descriptor
Organoid8M_R31_C25,1,route_to_non_source_descriptor
Organoid8M_R31_C28,1,route_to_non_source_descriptor
Organoid8M_R31_C40,1,route_to_non_source_descriptor
Organoid8M_R31_C46,1,route_to_non_source_descriptor
Organoid8M_R31_C47,1,route_to_non_source_descriptor
Organoid8M_R31_C64,1,route_to_non_source_descriptor
Organoid8M_R32_C0,1,route_to_non_source_descriptor
Organoid8M_R32_C14,1,route_to_non_source_descriptor
Organoid8M_R32_C15,1,route_to_non_source_descriptor
Organoid8M_R32_C16,1,route_to_non_source_descriptor
Organoid8M_R32_C25,1,route_to_non_source_descriptor
Organoid8M_R32_C31,1,route_to_non_source_descriptor
Organoid8M_R32_C34,1,route_to_non_source_descriptor
Organoid8M_R33_C24,1,route_to_non_source_descriptor
Organoid8M_R33_C43,1,route_to_non_source_descriptor
Organoid8M_R33_C45,1,route_to_non_source_descriptor
Organoid8M_R33_C51,1,route_to_non_source_descriptor
Organoid8M_R34_C20,1,route_to_non_source_descriptor
Organoid8M_R67_C22,1,route_to_non_source_descriptor
Organoid8M_R67_C28,1,route_to_non_source_descriptor
Organoid8M_R67_C49,1,route_to_non_source_descriptor
Organoid8M_R67_C51,1,route_to_non_source_descriptor
Organoid8M_R67_C52,1,route_to_non_source_descriptor
Organoid8M_R67_C54,1,route_to_non_source_descriptor
Organoid8M_R67_C56,1,route_to_non_source_descriptor
Organoid8M_R67_C58,1,route_to_non_source_descriptor
Organoid8M_R67_C60,1,route_to_non_source_descriptor
Organoid8M_R67_C67,1,route_to_non_source_descriptor
Organoid8M_R67_C70,1,route_to_non_source_descriptor
Organoid8M_R67_C71,1,route_to_non_source_descriptor
Organoid8M_R68_C0,1,route_to_non_source_descriptor
Organoid8M_R68_C10,1,route_to_non_source_descriptor
Organoid8M_R68_C14,1,route_to_non_source_descriptor
Organoid8M_R68_C17,1,route_to_non_source_descriptor
Organoid8M_R68_C29,1,route_to_non_source_descriptor
Organoid8M_R68_C34,1,route_to_non_source_descriptor
Organoid8M_R68_C48,1,route_to_non_source_descriptor
Organoid8M_R70_C6,1,route_to_non_source_descriptor
Organoid8M_R70_C68,1,route_to_non_source_descriptor
Organoid8M_R70_C70,1,route_to_non_source_descriptor
Organoid8M_R70_C71,1,route_to_non_source_descriptor
Organoid8M_R70_C8,1,route_to_non_source_descriptor
Organoid8M_R71_C1,1,route_to_non_source_descriptor
Organoid8M_R71_C10,1,route_to_non_source_descriptor
Organoid8M_R71_C14,1,route_to_non_source_descriptor
Organoid8M_R71_C21,1,route_to_non_source_descriptor
Organoid8M_R71_C25,1,route_to_non_source_descriptor
Organoid8M_R71_C27,1,route_to_non_source_descriptor
Organoid8M_R71_C28,1,route_to_non_source_descriptor
Organoid8M_R71_C29,1,route_to_non_source_descriptor
Organoid8M_R71_C33,1,route_to_non_source_descriptor
Organoid8M_R71_C36,1,route_to_non_source_descriptor
Organoid8M_R71_C37,1,route_to_non_source_descriptor
Organoid8M_R71_C39,1,route_to_non_source_descriptor
Organoid8M_R71_C41,1,route_to_non_source_descriptor
Organoid8M_R71_C45,1,route_to_non_source_descriptor
Organoid8M_R71_C47,1,route_to_non_source_descriptor
Organoid8M_R71_C52,1,route_to_non_source_descriptor
Organoid8M_R71_C56,1,route_to_non_source_descriptor
Organoid8M_R71_C57,1,route_to_non_source_descriptor
Organoid8M_R71_C58,1,route_to_non_source_descriptor
Organoid8M_R71_C62,1,route_to_non_source_descriptor
Organoid8M_R71_C63,1,route_to_non_source_descriptor
Organoid8M_R71_C68,1,route_to_non_source_descriptor
Organoid8M_R7_C11,1,route_to_non_source_descriptor
Organoid8M_R7_C19,1,route_to_non_source_descriptor
Organoid8M_R7_C26,1,route_to_non_source_descriptor
Organoid8M_R7_C30,1,route_to_non_source_descriptor
Organoid8M_R7_C34,1,route_to_non_source_descriptor
Organoid8M_R7_C35,1,route_to_non_source_descriptor
Organoid8M_R7_C39,1,route_to_non_source_descriptor
Organoid8M_R7_C4,1,route_to_non_source_descriptor
Organoid8M_R7_C43,1,route_to_non_source_descriptor
Organoid8M_R7_C46,1,route_to_non_source_descriptor
Organoid8M_R8_C19,1,route_to_non_source_descriptor
Organoid8M_R9_C52,1,route_to_non_source_descriptor
Organoid8M_R9_C53,1,route_to_non_source_descriptor
Organoid8M_R9_C56,1,route_to_non_source_descriptor
Organoid8M_R9_C57,1,route_to_non_source_descriptor
Organoid8M_R9_C70,1,route_to_non_source_descriptor
Organoid8M_R9_C9,1,route_to_non_source_descriptor
P278KY_female_mouse,1,route_to_non_source_descriptor
P2_SCL6_d5_A08,1,route_to_non_source_descriptor
P2_SCL6_d5_A09,1,route_to_non_source_descriptor
P2_SCL6_d5_A10,1,route_to_non_source_descriptor
P2_SCL6_d5_A11,1,route_to_non_source_descriptor
P2_SCL6_d5_B08,1,route_to_non_source_descriptor
P2_SCL6_d5_B11,1,route_to_non_source_descriptor
P2_SCL6_d5_C08,1,route_to_non_source_descriptor
P2_SCL6_d5_C09,1,route_to_non_source_descriptor
P2_SCL6_d5_C10,1,route_to_non_source_descriptor
P2_SCL6_d5_C11,1,route_to_non_source_descriptor
P2_SCL6_d5_D09,1,route_to_non_source_descriptor
P2_SCL6_d5_E09,1,route_to_non_source_descriptor
P2_SCL6_d5_F07,1,route_to_non_source_descriptor
P2_SCL6_d5_F10,1,route_to_non_source_descriptor
P2_SCL6_d5_G08,1,route_to_non_source_descriptor
P2_SCL6_d5_G10,1,route_to_non_source_descriptor
P2_SCL6_d5_H08,1,route_to_non_source_descriptor
PM2.5,1,route_to_non_source_descriptor
PO_0009001,1,route_to_non_source_descriptor
PO_0025073,1,route_to_non_source_descriptor
PO_0030114,1,route_to_non_source_descriptor
Pat4,1,route_to_non_source_descriptor
Pat5,1,route_to_non_source_descriptor
Patient1,1,route_to_non_source_descriptor
Patient2,1,route_to_non_source_descriptor
Patient9,1,route_to_non_source_descriptor
RNA-seq.WT.rep1,1,route_to_non_source_descriptor
RNA-seq.WT.rep2,1,route_to_non_source_descriptor
RNAPII-CTDun_WT_22C_rep1,1,route_to_non_source_descriptor
RNAPII-CTDun_WT_22C_rep2,1,route_to_non_source_descriptor
RNAPII-CTDun_WT_37C_rep1,1,route_to_non_source_descriptor
Retail_1,1,route_to_non_source_descriptor
Retail_101,1,route_to_non_source_descriptor
Retail_103,1,route_to_non_source_descriptor
Retail_105,1,route_to_non_source_descriptor
Retail_11,1,route_to_non_source_descriptor
Retail_110,1,route_to_non_source_descriptor
Retail_112,1,route_to_non_source_descriptor
Retail_114,1,route_to_non_source_descriptor
Retail_118,1,route_to_non_source_descriptor
Retail_120,1,route_to_non_source_descriptor
Retail_122,1,route_to_non_source_descriptor
Retail_124,1,route_to_non_source_descriptor
Retail_126,1,route_to_non_source_descriptor
Retail_129,1,route_to_non_source_descriptor
Retail_13,1,route_to_non_source_descriptor
Retail_131,1,route_to_non_source_descriptor
Retail_141,1,route_to_non_source_descriptor
Retail_143,1,route_to_non_source_descriptor
Retail_15,1,route_to_non_source_descriptor
Retail_17,1,route_to_non_source_descriptor
Retail_19,1,route_to_non_source_descriptor
Retail_21,1,route_to_non_source_descriptor
Retail_23,1,route_to_non_source_descriptor
Retail_25,1,route_to_non_source_descriptor
Retail_27,1,route_to_non_source_descriptor
Retail_29,1,route_to_non_source_descriptor
Retail_3,1,route_to_non_source_descriptor
Retail_31,1,route_to_non_source_descriptor
Retail_33,1,route_to_non_source_descriptor
Retail_35,1,route_to_non_source_descriptor
Retail_37,1,route_to_non_source_descriptor
Retail_39,1,route_to_non_source_descriptor
Retail_41,1,route_to_non_source_descriptor
Retail_43,1,route_to_non_source_descriptor
Retail_45,1,route_to_non_source_descriptor
Retail_47,1,route_to_non_source_descriptor
Retail_49,1,route_to_non_source_descriptor
Retail_51,1,route_to_non_source_descriptor
Retail_53,1,route_to_non_source_descriptor
Retail_55,1,route_to_non_source_descriptor
Retail_57,1,route_to_non_source_descriptor
Retail_59,1,route_to_non_source_descriptor
Retail_61,1,route_to_non_source_descriptor
Retail_63,1,route_to_non_source_descriptor
Retail_65,1,route_to_non_source_descriptor
Retail_67,1,route_to_non_source_descriptor
Retail_69,1,route_to_non_source_descriptor
Retail_7,1,route_to_non_source_descriptor
Retail_71,1,route_to_non_source_descriptor
Retail_73,1,route_to_non_source_descriptor
Retail_75,1,route_to_non_source_descriptor
Retail_77,1,route_to_non_source_descriptor
Retail_79,1,route_to_non_source_descriptor
Retail_81,1,route_to_non_source_descriptor
Retail_83,1,route_to_non_source_descriptor
Retail_85,1,route_to_non_source_descriptor
Retail_87,1,route_to_non_source_descriptor
Retail_89,1,route_to_non_source_descriptor
Retail_9,1,route_to_non_source_descriptor
Retail_91,1,route_to_non_source_descriptor
Retail_93,1,route_to_non_source_descriptor
Retail_95,1,route_to_non_source_descriptor
Retail_97,1,route_to_non_source_descriptor
Retail_99,1,route_to_non_source_descriptor
Ring1b_alt_ab_ChIPseq,1,route_to_non_source_descriptor
Ring1b_induced_ChIPseq,1,route_to_non_source_descriptor
Ring1b_uninduced_ChIPseq,1,route_to_non_source_descriptor
Room_1_E_Organism_2,1,route_to_non_source_descriptor
Room_1_E_Organism_3,1,route_to_non_source_descriptor
Room_2_E_Organism_1,1,route_to_non_source_descriptor
Room_2_E_Organism_2,1,route_to_non_source_descriptor
Room_3_C_Organism_1,1,route_to_non_source_descriptor
Room_3_C_Organism_2,1,route_to_non_source_descriptor
Room_3_E_Organism_3,1,route_to_non_source_descriptor
Room_3_K_Organism_1,1,route_to_non_source_descriptor
Room_4_C_Organism_4,1,route_to_non_source_descriptor
Room_4_E_Organism_5,1,route_to_non_source_descriptor
Room_4_E_Organism_6,1,route_to_non_source_descriptor
Room_5_C_Organism_2,1,route_to_non_source_descriptor
Room_5_E_Organism_3,1,route_to_non_source_descriptor
Room_5_I_Organism_1,1,route_to_non_source_descriptor
Room_6_E_Organism_4,1,route_to_non_source_descriptor
Rpo47.stat.chip-seq.r1,1,route_to_non_source_descriptor
Runx1_induced_ChIPseq,1,route_to_non_source_descriptor
Runx1_uninduced_ChIPseq,1,route_to_non_source_descriptor
SCM1,1,route_to_non_source_descriptor
SCM2,1,route_to_non_source_descriptor
SCM3,1,route_to_non_source_descriptor
SCM4,1,route_to_non_source_descriptor
SNU1,1,route_to_non_source_descriptor
SUNE-1,1,route_to_non_source_descriptor
Seeds_1,1,route_to_non_source_descriptor
Seeds_1_1,1,route_to_non_source_descriptor
Seeds_2,1,route_to_non_source_descriptor
Seeds_4,1,route_to_non_source_descriptor
Spi1_ChIPSeq,1,route_to_non_source_descriptor
StagB_mock_AGAGTCAC_r2,1,route_to_non_source_descriptor
Stethoscope_NA_BU6,1,route_to_non_source_descriptor
Stethoscope_P101_BU13,1,route_to_non_source_descriptor
Stethoscope_P115_BU5,1,route_to_non_source_descriptor
Stethoscope_P130_BU23,1,route_to_non_source_descriptor
Stethoscope_P132_BU20,1,route_to_non_source_descriptor
Stethoscope_P13_BU21,1,route_to_non_source_descriptor
Stethoscope_P2_BU1,1,route_to_non_source_descriptor
Stethoscope_P43_BU17,1,route_to_non_source_descriptor
Stethoscope_P45_BU22,1,route_to_non_source_descriptor
Stethoscope_P46_BU24,1,route_to_non_source_descriptor
Stethoscope_P47_BU17,1,route_to_non_source_descriptor
Stethoscope_P50_BU21,1,route_to_non_source_descriptor
Stethoscope_P68_BU23,1,route_to_non_source_descriptor
Stethoscope_P95_BU8,1,route_to_non_source_descriptor
Stethoscope_P97_BU24,1,route_to_non_source_descriptor
TD1a_unenriched,1,route_to_non_source_descriptor
TD1b_unenriched,1,route_to_non_source_descriptor
TD1c_unenriched,1,route_to_non_source_descriptor
TFB.stat.chip-seq.r1,1,route_to_non_source_descriptor
TFEbeta.stat.chip-seq.r2,1,route_to_non_source_descriptor
TH-LN-619-ProB,1,route_to_non_source_descriptor
TH-LN-683-ProB,1,route_to_non_source_descriptor
Tfh_IL21IL10_DP,1,route_to_non_source_descriptor
Uncultivated_P2_T1_2,1,route_to_non_source_descriptor
Ventilator_NA_BU13,1,route_to_non_source_descriptor
Ventilator_NA_BU21,1,route_to_non_source_descriptor
Ventilator_NA_BU6,1,route_to_non_source_descriptor
Ventilator_P101_BU13,1,route_to_non_source_descriptor
Ventilator_P113_BU23,1,route_to_non_source_descriptor
Ventilator_P113_BU6,1,route_to_non_source_descriptor
Ventilator_P115_BU5,1,route_to_non_source_descriptor
Ventilator_P125_BU10,1,route_to_non_source_descriptor
Ventilator_P132_BU20,1,route_to_non_source_descriptor
Ventilator_P138_BU17,1,route_to_non_source_descriptor
Ventilator_P139_BU23,1,route_to_non_source_descriptor
Ventilator_P13_BU21,1,route_to_non_source_descriptor
Ventilator_P14_BU15,1,route_to_non_source_descriptor
Ventilator_P19_BU18,1,route_to_non_source_descriptor
Ventilator_P21_BU22,1,route_to_non_source_descriptor
Ventilator_P24_BU26,1,route_to_non_source_descriptor
Ventilator_P27_BU18,1,route_to_non_source_descriptor
Ventilator_P29_BU6,1,route_to_non_source_descriptor
Ventilator_P33_BU16,1,route_to_non_source_descriptor
Ventilator_P33_BU24,1,route_to_non_source_descriptor
Ventilator_P42_BU15,1,route_to_non_source_descriptor
Ventilator_P46_BU24,1,route_to_non_source_descriptor
Ventilator_P47_BU17,1,route_to_non_source_descriptor
Ventilator_P49_BU12,1,route_to_non_source_descriptor
Ventilator_P50_BU20,1,route_to_non_source_descriptor
Ventilator_P51_BU14,1,route_to_non_source_descriptor
Ventilator_P53_BU18,1,route_to_non_source_descriptor
Ventilator_P54_BU19,1,route_to_non_source_descriptor
Ventilator_P56_BU5,1,route_to_non_source_descriptor
Ventilator_P57_BU19,1,route_to_non_source_descriptor
Ventilator_P6_BU5,1,route_to_non_source_descriptor
Ventilator_P77_BU25,1,route_to_non_source_descriptor
Ventilator_P7_BU6,1,route_to_non_source_descriptor
Ventilator_P8_BU9,1,route_to_non_source_descriptor
Ventilator_P97_BU24,1,route_to_non_source_descriptor
WKM10_lymphocytes,1,route_to_non_source_descriptor
WKM3_eosinophils,1,route_to_non_source_descriptor
WKM4_eosinophils,1,route_to_non_source_descriptor
WKM5_unenriched,1,route_to_non_source_descriptor
WKM6_lymphocytes,1,route_to_non_source_descriptor
WKM7_monocytes,1,route_to_non_source_descriptor
WKM7_unenriched,1,route_to_non_source_descriptor
WKM9_eosinophils,1,route_to_non_source_descriptor
WKM9_monocytes,1,route_to_non_source_descriptor
WKM9_unenriched,1,route_to_non_source_descriptor
WKsample159,1,route_to_non_source_descriptor
WKsample214,1,route_to_non_source_descriptor
WPC-80,1,route_to_non_source_descriptor
WT-H3K122ac-1,1,route_to_non_source_descriptor
WT-H3K18ac-2,1,route_to_non_source_descriptor
WT-H3K27me3-2,1,route_to_non_source_descriptor
WT-H4K8ac-1,1,route_to_non_source_descriptor
WT-H4K8ac-2,1,route_to_non_source_descriptor
WT_RNA-seq_Zt6,1,route_to_non_source_descriptor
YG48,1,route_to_non_source_descriptor
Yak10,1,route_to_non_source_descriptor
Yak18,1,route_to_non_source_descriptor
Yak31,1,route_to_non_source_descriptor
Yak34,1,route_to_non_source_descriptor
environmental1,1,route_to_non_source_descriptor
environmental10,1,route_to_non_source_descriptor
environmental100,1,route_to_non_source_descriptor
environmental101,1,route_to_non_source_descriptor
environmental102,1,route_to_non_source_descriptor
environmental103,1,route_to_non_source_descriptor
environmental105,1,route_to_non_source_descriptor
environmental106,1,route_to_non_source_descriptor
environmental108,1,route_to_non_source_descriptor
environmental109,1,route_to_non_source_descriptor
environmental11,1,route_to_non_source_descriptor
environmental110,1,route_to_non_source_descriptor
environmental112,1,route_to_non_source_descriptor
environmental114,1,route_to_non_source_descriptor
environmental115,1,route_to_non_source_descriptor
environmental116,1,route_to_non_source_descriptor
environmental117,1,route_to_non_source_descriptor
environmental119,1,route_to_non_source_descriptor
environmental121,1,route_to_non_source_descriptor
environmental122,1,route_to_non_source_descriptor
environmental124,1,route_to_non_source_descriptor
environmental125,1,route_to_non_source_descriptor
environmental126,1,route_to_non_source_descriptor
environmental127,1,route_to_non_source_descriptor
environmental128,1,route_to_non_source_descriptor
environmental129,1,route_to_non_source_descriptor
environmental13,1,route_to_non_source_descriptor
environmental131,1,route_to_non_source_descriptor
environmental134,1,route_to_non_source_descriptor
environmental136,1,route_to_non_source_descriptor
environmental137,1,route_to_non_source_descriptor
environmental138,1,route_to_non_source_descriptor
environmental139,1,route_to_non_source_descriptor
environmental14,1,route_to_non_source_descriptor
environmental140,1,route_to_non_source_descriptor
environmental141,1,route_to_non_source_descriptor
environmental142,1,route_to_non_source_descriptor
environmental143,1,route_to_non_source_descriptor
environmental144,1,route_to_non_source_descriptor
environmental145,1,route_to_non_source_descriptor
environmental146,1,route_to_non_source_descriptor
environmental147,1,route_to_non_source_descriptor
environmental148,1,route_to_non_source_descriptor
environmental150,1,route_to_non_source_descriptor
environmental151,1,route_to_non_source_descriptor
environmental152,1,route_to_non_source_descriptor
environmental153,1,route_to_non_source_descriptor
environmental154,1,route_to_non_source_descriptor
environmental155,1,route_to_non_source_descriptor
environmental156,1,route_to_non_source_descriptor
environmental157,1,route_to_non_source_descriptor
environmental158,1,route_to_non_source_descriptor
environmental159,1,route_to_non_source_descriptor
environmental16,1,route_to_non_source_descriptor
environmental160,1,route_to_non_source_descriptor
environmental162,1,route_to_non_source_descriptor
environmental163,1,route_to_non_source_descriptor
environmental164,1,route_to_non_source_descriptor
environmental166,1,route_to_non_source_descriptor
environmental167,1,route_to_non_source_descriptor
environmental168,1,route_to_non_source_descriptor
environmental169,1,route_to_non_source_descriptor
environmental170,1,route_to_non_source_descriptor
environmental171,1,route_to_non_source_descriptor
environmental173,1,route_to_non_source_descriptor
environmental174,1,route_to_non_source_descriptor
environmental175,1,route_to_non_source_descriptor
environmental176,1,route_to_non_source_descriptor
environmental177,1,route_to_non_source_descriptor
environmental178,1,route_to_non_source_descriptor
environmental18,1,route_to_non_source_descriptor
environmental180,1,route_to_non_source_descriptor
environmental183,1,route_to_non_source_descriptor
environmental184,1,route_to_non_source_descriptor
environmental187,1,route_to_non_source_descriptor
environmental188,1,route_to_non_source_descriptor
environmental189,1,route_to_non_source_descriptor
environmental19,1,route_to_non_source_descriptor
environmental190,1,route_to_non_source_descriptor
environmental191,1,route_to_non_source_descriptor
environmental192,1,route_to_non_source_descriptor
environmental193,1,route_to_non_source_descriptor
environmental194,1,route_to_non_source_descriptor
environmental196,1,route_to_non_source_descriptor
environmental198,1,route_to_non_source_descriptor
environmental199,1,route_to_non_source_descriptor
environmental2,1,route_to_non_source_descriptor
environmental20,1,route_to_non_source_descriptor
environmental200,1,route_to_non_source_descriptor
environmental201,1,route_to_non_source_descriptor
environmental202,1,route_to_non_source_descriptor
environmental203,1,route_to_non_source_descriptor
environmental205,1,route_to_non_source_descriptor
environmental206,1,route_to_non_source_descriptor
environmental21,1,route_to_non_source_descriptor
environmental210,1,route_to_non_source_descriptor
environmental211,1,route_to_non_source_descriptor
environmental212,1,route_to_non_source_descriptor
environmental213,1,route_to_non_source_descriptor
environmental214,1,route_to_non_source_descriptor
environmental216,1,route_to_non_source_descriptor
environmental217,1,route_to_non_source_descriptor
environmental22,1,route_to_non_source_descriptor
environmental24,1,route_to_non_source_descriptor
environmental25,1,route_to_non_source_descriptor
environmental26,1,route_to_non_source_descriptor
environmental27,1,route_to_non_source_descriptor
environmental28,1,route_to_non_source_descriptor
environmental29,1,route_to_non_source_descriptor
environmental3,1,route_to_non_source_descriptor
environmental30,1,route_to_non_source_descriptor
environmental31,1,route_to_non_source_descriptor
environmental32,1,route_to_non_source_descriptor
environmental33,1,route_to_non_source_descriptor
environmental36,1,route_to_non_source_descriptor
environmental37,1,route_to_non_source_descriptor
environmental4,1,route_to_non_source_descriptor
environmental41,1,route_to_non_source_descriptor
environmental43,1,route_to_non_source_descriptor
environmental44,1,route_to_non_source_descriptor
environmental46,1,route_to_non_source_descriptor
environmental47,1,route_to_non_source_descriptor
environmental48,1,route_to_non_source_descriptor
environmental5,1,route_to_non_source_descriptor
environmental50,1,route_to_non_source_descriptor
environmental51,1,route_to_non_source_descriptor
environmental53,1,route_to_non_source_descriptor
environmental54,1,route_to_non_source_descriptor
environmental55,1,route_to_non_source_descriptor
environmental56,1,route_to_non_source_descriptor
environmental58,1,route_to_non_source_descriptor
environmental6,1,route_to_non_source_descriptor
environmental60,1,route_to_non_source_descriptor
environmental61,1,route_to_non_source_descriptor
environmental62,1,route_to_non_source_descriptor
environmental63,1,route_to_non_source_descriptor
environmental64,1,route_to_non_source_descriptor
environmental65,1,route_to_non_source_descriptor
environmental66,1,route_to_non_source_descriptor
environmental67,1,route_to_non_source_descriptor
environmental68,1,route_to_non_source_descriptor
environmental69,1,route_to_non_source_descriptor
environmental71,1,route_to_non_source_descriptor
environmental72,1,route_to_non_source_descriptor
environmental73,1,route_to_non_source_descriptor
environmental74,1,route_to_non_source_descriptor
environmental75,1,route_to_non_source_descriptor
environmental77,1,route_to_non_source_descriptor
environmental79,1,route_to_non_source_descriptor
environmental80,1,route_to_non_source_descriptor
environmental81,1,route_to_non_source_descriptor
environmental85,1,route_to_non_source_descriptor
environmental86,1,route_to_non_source_descriptor
environmental87,1,route_to_non_source_descriptor
environmental88,1,route_to_non_source_descriptor
environmental9,1,route_to_non_source_descriptor
environmental90,1,route_to_non_source_descriptor
environmental91,1,route_to_non_source_descriptor
environmental93,1,route_to_non_source_descriptor
environmental96,1,route_to_non_source_descriptor
environmental97,1,route_to_non_source_descriptor
environmental99,1,route_to_non_source_descriptor
farm12,1,route_to_non_source_descriptor
farm19,1,route_to_non_source_descriptor
farm2,1,route_to_non_source_descriptor
femur_chicken1_1,1,route_to_non_source_descriptor
femur_chicken1_2,1,route_to_non_source_descriptor
femur_chicken1_3,1,route_to_non_source_descriptor
femur_chicken1_4,1,route_to_non_source_descriptor
femur_chicken1_5,1,route_to_non_source_descriptor
femur_chicken2,1,route_to_non_source_descriptor
femur_chicken2_4,1,route_to_non_source_descriptor
femur_chicken2_5,1,route_to_non_source_descriptor
femur_chicken3_1,1,route_to_non_source_descriptor
femur_chicken3_2,1,route_to_non_source_descriptor
femur_chicken3_3,1,route_to_non_source_descriptor
femur_chicken3_4,1,route_to_non_source_descriptor
femur_chicken3_5,1,route_to_non_source_descriptor
femur_chicken4,1,route_to_non_source_descriptor
femur_chicken4_1,1,route_to_non_source_descriptor
femur_chicken4_2,1,route_to_non_source_descriptor
femur_chicken5,1,route_to_non_source_descriptor
femur_chicken5_1,1,route_to_non_source_descriptor
femur_chicken5_2,1,route_to_non_source_descriptor
femur_chicken5_3,1,route_to_non_source_descriptor
femur_chicken5_4,1,route_to_non_source_descriptor
femur_chicken5_5,1,route_to_non_source_descriptor
guangxi3,1,route_to_non_source_descriptor
guangxi4,1,route_to_non_source_descriptor
host-2,1,route_to_non_source_descriptor
hun21,1,route_to_non_source_descriptor
hun31,1,route_to_non_source_descriptor
hun33,1,route_to_non_source_descriptor
hun35,1,route_to_non_source_descriptor
hun39,1,route_to_non_source_descriptor
hun41,1,route_to_non_source_descriptor
iMPP1,1,route_to_non_source_descriptor
input_WT_30C_rep1,1,route_to_non_source_descriptor
patient10,1,route_to_non_source_descriptor
patient12,1,route_to_non_source_descriptor
patient13,1,route_to_non_source_descriptor
patient14,1,route_to_non_source_descriptor
patient15,1,route_to_non_source_descriptor
patient16,1,route_to_non_source_descriptor
patient17,1,route_to_non_source_descriptor
patient3,1,route_to_non_source_descriptor
patient4,1,route_to_non_source_descriptor
patient5,1,route_to_non_source_descriptor
patient6,1,route_to_non_source_descriptor
patient7,1,route_to_non_source_descriptor
patient8,1,route_to_non_source_descriptor
patient9,1,route_to_non_source_descriptor
person1,1,route_to_non_source_descriptor
person2,1,route_to_non_source_descriptor
pol32_OF,1,route_to_non_source_descriptor
pork1,1,route_to_non_source_descriptor
pork2,1,route_to_non_source_descriptor
root14,1,route_to_non_source_descriptor
shASXL3_2_R2,1,route_to_non_source_descriptor
shrimp1,1,route_to_non_source_descriptor
shrimp2,1,route_to_non_source_descriptor
sludge17,1,route_to_non_source_descriptor
sludge19,1,route_to_non_source_descriptor
sludge21,1,route_to_non_source_descriptor
sludge22,1,route_to_non_source_descriptor
sludge24,1,route_to_non_source_descriptor
sludge6,1,route_to_non_source_descriptor
sludge8,1,route_to_non_source_descriptor
soil15,1,route_to_non_source_descriptor
