assembly_accession	biosample	organism	decision	reason	Host	Host_Original	Host_SD	Host_TaxID	Host_Context_SD	Sampling_Context_SD	Host_Colonization_Status_SD	Host_Vital_Status_SD	Sample_Material_SD	Isolation_Source_SD	Sample_Type_SD	Environment_Medium_SD	Environment_Local_Scale_SD	Environment_Broad_Scale_SD	raw_context
GCA_052565015.1	SAMN47846057	Haemophilus influenzae	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material	nasopharynx/oropharynx				nasopharynx/oropharynx | upper respiratory tract | clinical/host-associated material | clinical/host-associated material | nasopharynx/oropharynx | nasopharynx | nasopharynx
GCA_022263255.1	SAMN07421131	Klebsiella pneumoniae	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | Clinical or carriage sample
GCA_022263875.1	SAMN07421116	Klebsiella pneumoniae	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | Clinical or carriage sample
GCA_055697285.1	SAMN43881104	Escherichia coli	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material	rectal swab				rectal swab | swab | clinical/host-associated material | clinical/host-associated material | rectum/perianal region | Rectal swab/Carriage
GCA_047909295.1	SAMN39500094	Escherichia coli	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier		feces/stool	clinical/host-associated material	feces/stool				feces/stool | feces/stool | clinical/host-associated material | clinical/host-associated material | fecal carriage
GCA_052559915.1	SAMN47846002	Haemophilus influenzae	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material	nasopharynx/oropharynx				nasopharynx/oropharynx | upper respiratory tract | clinical/host-associated material | clinical/host-associated material | nasopharynx/oropharynx | nasopharynx | nasopharynx
GCA_001333115.1	SAMEA751454	Bordetella pertussis	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material	nasopharynx/oropharynx				nasopharynx/oropharynx | upper respiratory tract | clinical/host-associated material | clinical/host-associated material | nasopharynx/oropharynx | pharynx | pharynx
GCA_001203155.1	SAMEA751444	Bordetella pertussis	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material	nasopharynx/oropharynx				nasopharynx/oropharynx | upper respiratory tract | clinical/host-associated material | clinical/host-associated material | nasopharynx/oropharynx | pharynx | pharynx
GCA_001090165.1	SAMEA859886	Yersinia frederiksenii	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | nasal cavity/sinus/upper respiratory tract | nasal | nasal
GCA_009748215.1	SAMN10105140	Vibrio cholerae	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Carrier
GCA_034979505.1	SAMN02982697	Streptococcus pyogenes	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier								human carrier
GCA_055670725.1	SAMEA11319824	Salmonella enterica subsp. enterica serovar Typhimurium	keep	colonization-context audit	Sus scrofa domesticus	Sus scrofa domesticus	Sus scrofa domesticus	9825			carrier								Carrier pig
GCA_900067715.2	SAMEA751476	Bordetella pertussis	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material	nasopharynx/oropharynx				nasopharynx/oropharynx | upper respiratory tract | clinical/host-associated material | clinical/host-associated material | nasopharynx/oropharynx | pharynx | pharynx
GCA_052558835.1	SAMN47845904	Haemophilus influenzae	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material	nasopharynx/oropharynx				nasopharynx/oropharynx | upper respiratory tract | clinical/host-associated material | clinical/host-associated material | nasopharynx/oropharynx | nasopharynx | nasopharynx
GCA_022263695.1	SAMN07421093	Klebsiella pneumoniae	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | Clinical or carriage sample
GCA_052549175.1	SAMN47846154	Haemophilus influenzae	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material	nasopharynx/oropharynx				nasopharynx/oropharynx | upper respiratory tract | clinical/host-associated material | clinical/host-associated material | nasopharynx/oropharynx | nasopharynx | nasopharynx
GCA_039555305.1	SAMN40935016	Bartonella schoenbuchensis	keep	colonization-context audit	Lipoptena fortisetosa	Lipoptena fortisetosa	Lipoptena fortisetosa	633886			carrier			clinical/host-associated material	gut content		gut/fecal local context		gut content | gut content | clinical/host-associated material | clinical/host-associated material | gut/fecal local context | gastrointestinal tract | gut | gut
GCA_001276935.1	SAMN03943765	Leptospira noguchii	keep	colonization-context audit	Cattle	Cattle	Bos taurus	9913			carrier		urine		urine				urine | clinical/host-associated material | urine from asymptomatic cattle | urine from asymptomatic cattle
GCA_047910475.1	SAMN39500129	Escherichia coli	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier		feces/stool	clinical/host-associated material	feces/stool				feces/stool | feces/stool | clinical/host-associated material | clinical/host-associated material | fecal carriage
GCA_032098005.1	SAMEA7699211	Staphylococcus argenteus	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | carriage
GCA_022175945.1	SAMEA6654236	Klebsiella pneumoniae	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Carriage
GCA_001319245.1	SAMEA751270	Bordetella pertussis	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier								
GCA_030181565.1	SAMN31544749	Kingella kingae	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier								
GCA_030182225.1	SAMN31544734	Kingella kingae	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier								
GCA_030182365.1	SAMN31544714	Kingella kingae	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier								
GCA_045354685.1	SAMN39605041	Staphylococcus aureus	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | nasal cavity/sinus/upper respiratory tract | nasal carriage
GCA_009747085.1	SAMN10105197	Vibrio cholerae	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Carrier
GCA_034979925.1	SAMN02982677	Streptococcus pyogenes	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier								human carrier
GCA_054750285.1	SAMD00752290	Helicobacter pylori	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier								
GCA_054750265.1	SAMD00752291	Helicobacter pylori	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier								
GCA_026061295.1	SAMN11265054	Citrobacter koseri	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier		feces/stool	feces/stool					feces/stool | feces/stool | Stool | Stool
GCA_018761245.1	SAMN04460920	Clostridioides difficile	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier		feces/stool	clinical/host-associated material	feces/stool		gut/fecal local context	host-associated gut/oral/fecal environment	feces/stool | feces/stool | clinical/host-associated material | clinical/host-associated material | gut/fecal local context | host-associated gut/oral/fecal environment | feces | Faeces | feces | Faeces
GCA_022263855.1	SAMN07421126	Klebsiella pneumoniae	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | Clinical or carriage sample
GCA_029852505.1	SAMN04605559	Staphylococcus aureus	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | nasal cavity/sinus/upper respiratory tract | nasal carriage
GCA_055556555.1	SAMN43881092	Escherichia coli	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material	rectal swab				rectal swab | swab | clinical/host-associated material | clinical/host-associated material | rectum/perianal region | Rectal swab/Carriage
GCA_052548935.1	SAMN47846168	Haemophilus influenzae	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material	nasopharynx/oropharynx				nasopharynx/oropharynx | upper respiratory tract | clinical/host-associated material | clinical/host-associated material | nasopharynx/oropharynx | nasopharynx | nasopharynx
GCA_047910615.1	SAMN39500137	Escherichia coli	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier		feces/stool	clinical/host-associated material	feces/stool				feces/stool | feces/stool | clinical/host-associated material | clinical/host-associated material | fecal carriage
GCA_036314005.1	SAMN38468377	Escherichia coli	keep	colonization-context audit	Zophobas morio	Zophobas morio	Zophobas morio	2755281			colonized		tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | Homogenized tissue of Zophobas morio larvae colonized with Ec-4901.28 at T28 exp 11
GCA_001319625.1	SAMEA859878	Yersinia kristensenii	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material	nasopharynx/oropharynx				nasopharynx/oropharynx | upper respiratory tract | clinical/host-associated material | clinical/host-associated material | nasopharynx/oropharynx | nasopharynx | nasopharynx
GCA_023621515.1	SAMN28177552	Staphylococcus aureus	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | nasal cavity/sinus/upper respiratory tract | nasal carriage
GCA_042847125.1	SAMD00773217	Serratia rubidaea	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material	nasopharynx/oropharynx				nasopharynx/oropharynx | upper respiratory tract | clinical/host-associated material | clinical/host-associated material | nasopharynx/oropharynx | nasopharynx | nasopharynx
GCA_002097205.1	SAMN06546685	Staphylococcus aureus	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier								Carriage sample
GCA_002097435.1	SAMN06546695	Staphylococcus aureus	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier								Carriage sample
GCA_034981965.1	SAMN02982628	Streptococcus pyogenes	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier								human carrier
GCA_052548355.1	SAMN47846138	Haemophilus influenzae	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material	nasopharynx/oropharynx				nasopharynx/oropharynx | upper respiratory tract | clinical/host-associated material | clinical/host-associated material | nasopharynx/oropharynx | nasopharynx | nasopharynx
GCA_052565075.1	SAMN47846070	Haemophilus influenzae	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material	nasopharynx/oropharynx				nasopharynx/oropharynx | upper respiratory tract | clinical/host-associated material | clinical/host-associated material | nasopharynx/oropharynx | nasopharynx | nasopharynx
GCA_023621455.1	SAMN28177556	Staphylococcus aureus	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | nasal cavity/sinus/upper respiratory tract | nasal carriage
GCA_025506175.1	SAMN03333289	Staphylococcus aureus	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | nasal cavity/sinus/upper respiratory tract | Nasal carriage
GCA_030180365.1	SAMN31544715	Kingella kingae	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier								
GCA_052547895.1	SAMN47845980	Haemophilus influenzae	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material	nasopharynx/oropharynx				nasopharynx/oropharynx | upper respiratory tract | clinical/host-associated material | clinical/host-associated material | nasopharynx/oropharynx | nasopharynx | nasopharynx
GCA_052626525.1	SAMN47846059	Haemophilus influenzae	keep	colonization-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606			carrier			clinical/host-associated material	nasopharynx/oropharynx				nasopharynx/oropharynx | upper respiratory tract | clinical/host-associated material | clinical/host-associated material | nasopharynx/oropharynx | nasopharynx | nasopharynx
