assembly_accession	biosample	organism	decision	reason	Host	Host_Original	Host_SD	Host_TaxID	Host_Context_SD	Sampling_Context_SD	Host_Colonization_Status_SD	Host_Vital_Status_SD	Sample_Material_SD	Isolation_Source_SD	Sample_Type_SD	Environment_Medium_SD	Environment_Local_Scale_SD	Environment_Broad_Scale_SD	raw_context
GCA_934565755.1	SAMEA13477850	uncultured Dysosmobacter sp.	keep	patient-context audit	absent	Patient derived	Homo sapiens	9606	human-associated	clinical subject				Peripheral nerve					Peripheral nerve | Patient derived | Peripheral nerve | Patient derived | Peripheral nerve
GCA_020419435.1	SAMN21855366	Burkholderia cepacia	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			sputum	clinical/host-associated material	sputum				sputum | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | sputum | Sputum | sputum | Sputum
GCA_023719675.1	SAMN26029024	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			feces/stool		feces/stool				feces/stool | feces/stool | fecal sample from patient with Hemolytic Uremic Syndrome
GCA_030288955.1	SAMN32360909	Staphylococcus aureus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject					oral/oropharyngeal swab				oral/oropharyngeal swab | swab | nasal cavity/sinus/upper respiratory tract | Patient Sinus Swab
GCA_034899485.1	SAMN14440602	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034899565.1	SAMN14440608	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034899985.1	SAMN14440425	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034903595.1	SAMN14437135	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034903705.1	SAMN14437140	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034904205.1	SAMN14436792	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034905845.1	SAMN14437098	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034906045.1	SAMN14437105	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_003840405.1	SAMN07423988	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									cystic fibrosis patient
GCA_021693375.1	SAMN14523697	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									tracheal aspirates from patient ventilator
GCA_047985045.1	SAMN45227824	Pseudomonas aeruginosa	clear	patient-context audit	absent	Sink in the patient toilet	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	sink		sink	built environment	sink | built environment | clinical/host-associated material | clinical/host-associated material | sink | built environment | Sink in the patient toilet
GCA_056120105.1	SAMN55873797	Klebsiella pneumoniae	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									malerectal swaborthopedic patient
GCA_000401095.2	SAMN02471850	Burkholderia pseudomallei OS	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			blood		blood				blood | clinical/host-associated material | blood sample of melioidosis patient | blood sample of melioidosis patient
GCA_022520365.1	SAMN25989142	Klebsiella pneumoniae	clear	patient-context audit	patient	patient	Homo sapiens	9606	human-associated	clinical subject				healthcare-associated environment	hospital wastewater	hospital wastewater	healthcare facility	wastewater/sewage	hospital wastewater | wastewater/sewage | healthcare-associated environment | healthcare-associated environment | hospital wastewater | healthcare facility | wastewater/sewage | Patient or hospital wastewater site
GCA_022522265.1	SAMN25989571	Klebsiella pneumoniae	clear	patient-context audit	patient	patient	Homo sapiens	9606	human-associated	clinical subject				healthcare-associated environment	hospital wastewater	hospital wastewater	healthcare facility	wastewater/sewage	hospital wastewater | wastewater/sewage | healthcare-associated environment | healthcare-associated environment | hospital wastewater | healthcare facility | wastewater/sewage | Patient or hospital wastewater site
GCA_022528965.1	SAMN25989176	Klebsiella pneumoniae	clear	patient-context audit	patient	patient	Homo sapiens	9606	human-associated	clinical subject				healthcare-associated environment	hospital wastewater	hospital wastewater	healthcare facility	wastewater/sewage	hospital wastewater | wastewater/sewage | healthcare-associated environment | healthcare-associated environment | hospital wastewater | healthcare facility | wastewater/sewage | Patient or hospital wastewater site
GCA_022531115.1	SAMN25989428	Klebsiella pneumoniae	clear	patient-context audit	patient	patient	Homo sapiens	9606	human-associated	clinical subject				healthcare-associated environment	hospital wastewater	hospital wastewater	healthcare facility	wastewater/sewage	hospital wastewater | wastewater/sewage | healthcare-associated environment | healthcare-associated environment | hospital wastewater | healthcare facility | wastewater/sewage | Patient or hospital wastewater site
GCA_022535435.1	SAMN25989877	Klebsiella pneumoniae	clear	patient-context audit	patient	patient	Homo sapiens	9606	human-associated	clinical subject				healthcare-associated environment	hospital wastewater	hospital wastewater	healthcare facility	wastewater/sewage	hospital wastewater | wastewater/sewage | healthcare-associated environment | healthcare-associated environment | hospital wastewater | healthcare facility | wastewater/sewage | Patient or hospital wastewater site
GCA_022519985.1	SAMN25988423	Klebsiella pneumoniae	clear	patient-context audit	patient	patient	Homo sapiens	9606	human-associated	clinical subject				healthcare-associated environment	hospital wastewater	hospital wastewater	healthcare facility	wastewater/sewage	hospital wastewater | wastewater/sewage | healthcare-associated environment | healthcare-associated environment | hospital wastewater | healthcare facility | wastewater/sewage | Patient or hospital wastewater site
GCA_046571905.1	SAMN46052270	Helicobacter pylori	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	gastric biopsy				gastric biopsy | gut content | clinical/host-associated material | clinical/host-associated material | from gastric biopsy sample of the adult patient | Whole organism | from gastric biopsy sample of the adult patient | Whole organism
GCA_046572485.1	SAMN46052320	Helicobacter pylori	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	gastric biopsy				gastric biopsy | gut content | clinical/host-associated material | clinical/host-associated material | from gastric biopsy sample of the child patient | Whole organism | from gastric biopsy sample of the child patient | Whole organism
GCA_052391735.1	SAMN50721722	Acinetobacter baumannii	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | rectum/perianal region | patient, rectal
GCA_000779455.1	SAMN02801887	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			blood		blood				blood | clinical/host-associated material | blood from patient with bacteremia
GCA_000779655.1	SAMN02801900	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			blood		blood				blood | clinical/host-associated material | blood from patient with bacteremia
